Lat,Lon,Elat,Elon,Length,Year,Month,Day,Hour,Minute,Public,Public2,Car,Bike,Foot,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.475690,9.160818,45.456509,9.192121,3.241474,2020,07,02,15,28,20,34,0,20,51,0,4,13,936,832
45.492013,9.171570,45.458568,9.168532,3.726271,2020,07,02,15,28,20,29,0,22,60,0,39,5,936,831
45.446006,9.153753,45.458846,9.197021,3.664440,2020,07,02,15,28,20,42,0,23,0,0,22,21,936,831
45.448791,9.225165,45.469024,9.190418,3.522063,2020,07,02,15,28,20,34,0,22,55,16,21,22,936,831
45.505314,9.198676,45.459908,9.205298,5.074998,2020,07,02,15,28,20,45,0,28,83,20,20,28,936,831
45.490732,9.228336,45.457723,9.186231,4.924251,2020,07,02,15,28,20,38,0,28,78,24,26,27,936,827
45.445216,9.174674,45.476031,9.178456,3.438979,2020,07,02,15,28,20,30,0,0,54,15,17,23,936,827
45.496326,9.177148,45.479322,9.191710,2.205247,2020,07,02,15,28,20,20,0,15,0,9,12,14,936,827
45.494996,9.223665,45.450095,9.187334,5.740209,2020,07,02,15,38,19,42,0,31,87,22,25,25,936,827
45.465626,9.199515,45.480383,9.184544,2.013681,2020,07,02,15,38,19,20,0,13,0,9,16,18,936,830
45.480445,9.165019,45.458733,9.187339,2.976101,2020,07,02,15,38,19,36,0,20,0,12,14,18,936,830
45.462787,9.176572,45.477770,9.192403,2.073450,2020,07,02,15,38,19,25,0,16,34,10,13,16,936,830
45.481518,9.188330,45.465251,9.160789,2.807624,2020,07,02,15,38,19,26,0,18,45,13,14,18,936,830
45.481256,9.227180,45.474343,9.168812,4.615094,2020,07,02,15,38,19,31,0,29,74,20,22,19,936,827
45.479793,9.202847,45.457784,9.184384,2.839252,2020,07,02,15,38,19,21,0,20,46,18,19,17,936,827
45.460094,9.212937,45.480242,9.168144,4.149449,2020,07,02,15,38,19,51,0,25,66,16,19,20,936,827
45.481891,9.146366,45.481255,9.176731,2.368290,2020,07,02,15,38,19,25,0,0,0,12,16,9,936,827
45.475870,9.179484,45.460799,9.164926,2.024049,2020,07,02,15,38,19,23,0,16,37,9,16,18,936,829
45.452002,9.146768,45.457928,9.201049,4.284675,2020,07,02,15,48,21,52,0,22,67,16,38,29,936,829
45.444324,9.203805,45.477533,9.164907,4.778815,2020,07,02,15,48,21,51,0,29,76,19,23,19,936,829
45.446093,9.178770,45.470088,9.191260,2.840263,2020,07,02,15,48,21,33,0,18,0,15,21,17,936,829
45.466812,9.212308,45.452834,9.176467,3.198250,2020,07,02,15,48,21,31,0,24,56,15,20,20,936,832
45.494334,9.175772,45.465446,9.191121,3.427705,2020,07,02,15,48,21,18,0,27,0,19,19,21,936,832
45.437357,9.156277,45.465899,9.194557,4.357404,2020,07,02,15,48,21,41,0,29,71,22,22,26,936,832
45.478873,9.191555,45.460455,9.180555,2.220261,2020,07,02,15,48,21,27,0,0,37,14,14,18,936,832
45.498922,9.210873,45.462497,9.202233,4.105711,2020,07,02,15,48,21,38,0,23,70,16,19,32,936,823
45.458727,9.227485,45.467859,9.200015,2.370692,2020,07,02,15,48,21,33,0,13,0,10,11,16,936,823
45.495876,9.158141,45.455270,9.202319,5.678834,2020,07,02,15,48,21,49,0,32,88,24,30,32,936,823
45.457243,9.178919,45.502913,9.146245,5.681123,2020,07,02,15,58,20,46,0,34,91,21,26,27,936,823
45.476205,9.169684,45.444584,9.154404,3.712385,2020,07,02,15,58,20,42,0,23,58,14,17,13,936,828
45.471171,9.191355,45.491789,9.165473,3.053995,2020,07,02,15,58,20,37,0,19,48,12,3,4,936,828
45.477249,9.199582,45.458073,9.190870,2.237782,2020,07,02,15,58,20,18,0,18,36,0,0,3,936,828
45.477746,9.166850,45.477861,9.198611,2.476264,2020,07,02,15,58,20,28,0,15,38,13,15,16,936,828
45.459001,9.206731,45.463175,9.164814,3.301789,2020,07,02,15,58,20,31,0,0,52,12,13,15,936,826
45.502615,9.174287,45.468817,9.178560,3.772719,2020,07,02,15,58,20,37,0,25,63,0,12,6,936,826
45.455432,9.193191,45.469643,9.166382,2.620660,2020,07,02,15,58,20,30,0,0,42,0,6,5,936,826
45.463535,9.195005,45.453307,9.165648,2.556474,2020,07,02,15,58,20,35,0,19,0,14,16,22,936,826
45.438700,9.198124,45.463933,9.191397,2.854291,2020,07,02,15,58,20,28,0,17,43,13,13,24,936,826
45.454917,9.196990,45.461796,9.171256,2.147837,2020,07,02,16,08,19,22,0,16,36,13,16,14,936,832
45.441116,9.155873,45.442112,9.225612,5.441786,2020,07,02,16,08,19,42,0,28,89,15,17,20,936,832
45.500224,9.226903,45.468604,9.156793,6.498623,2020,07,02,16,08,19,33,0,35,103,24,29,25,936,837
45.468602,9.188064,45.490779,9.200508,2.649836,2020,07,02,16,08,19,17,0,18,43,15,13,16,936,837
45.446254,9.147405,45.477006,9.153938,3.457051,2020,07,02,16,08,19,44,0,20,0,15,24,14,936,837
45.483264,9.149522,45.484195,9.187272,2.944671,2020,07,02,16,08,19,15,0,0,50,10,12,11,936,837
45.458402,9.166546,45.476366,9.179718,2.246032,2020,07,02,16,08,19,22,0,0,39,9,15,14,936,837
45.488880,9.195096,45.468305,9.188193,2.350176,2020,07,02,16,08,19,26,0,0,35,14,15,14,936,842
45.439123,9.229254,45.501371,9.215448,7.004548,2020,07,02,16,08,19,47,0,36,108,20,21,24,936,842
45.472186,9.220103,45.482930,9.146820,5.837053,2020,07,02,16,08,19,52,0,32,91,22,25,32,936,842
45.453444,9.175004,45.474358,9.206609,3.388540,2020,07,02,16,18,20,33,0,21,54,15,20,16,936,842
45.480826,9.168659,45.450785,9.182765,3.516710,2020,07,02,16,18,20,38,0,22,57,15,16,21,936,844
45.454053,9.190328,45.476928,9.167718,3.094825,2020,07,02,16,18,20,43,0,0,0,15,18,18,936,844
45.476260,9.230487,45.471324,9.160255,5.503429,2020,07,02,16,18,20,43,0,0,0,22,26,24,936,844
45.499420,9.151194,45.469956,9.169229,3.565020,2020,07,02,16,18,20,26,0,19,57,12,19,14,936,844
45.502957,9.198321,45.455651,9.171905,5.648740,2020,07,02,16,18,20,27,0,31,87,22,22,28,936,842
45.449712,9.227541,45.477008,9.179549,4.818579,2020,07,02,16,18,20,49,0,29,75,20,21,29,936,842
45.441588,9.202433,45.464676,9.184720,2.915309,2020,07,02,16,18,20,31,0,0,45,12,13,12,936,842
45.484528,9.228272,45.464016,9.189595,3.780961,2020,07,02,16,18,20,27,0,24,59,16,17,15,936,842
45.473399,9.202145,45.467065,9.227597,2.105877,2020,07,02,16,18,20,29,0,13,35,8,10,15,936,849
45.451912,9.167141,45.494148,9.193189,5.116566,2020,07,02,16,28,20,33,0,32,81,23,26,25,936,849
45.467259,9.187323,45.498396,9.226119,4.597113,2020,07,02,16,28,20,28,0,26,74,19,24,17,936,849
45.502130,9.194207,45.478376,9.155703,3.997952,2020,07,02,16,28,20,20,0,26,77,14,2,3,936,849
45.473881,9.213866,45.453181,9.194108,2.769762,2020,07,02,16,28,20,34,0,17,47,13,5,10,936,846
45.457847,9.202092,45.488415,9.188006,3.571890,2020,07,02,16,28,20,35,0,23,58,0,0,24,936,846
45.453923,9.184844,45.469759,9.215346,2.959535,2020,07,02,16,28,20,38,0,17,47,12,13,2,936,846
45.480538,9.191695,45.447437,9.188852,3.687158,2020,07,02,16,28,20,42,0,23,59,17,20,29,936,846
45.470438,9.173369,45.447341,9.213830,4.068546,2020,07,02,16,28,20,31,0,25,61,0,0,13,936,846
45.500200,9.181150,45.470508,9.179704,3.303365,2020,07,02,16,28,20,31,0,0,51,13,16,15,936,846
45.444595,9.205530,45.479041,9.160239,5.210072,2020,07,02,16,28,20,44,0,0,83,21,33,1,936,846
45.463130,9.167137,45.456979,9.193708,2.182193,2020,07,02,16,38,19,24,0,15,0,0,5,21,936,846
45.473384,9.167117,45.452332,9.200899,3.524165,2020,07,02,16,38,19,29,0,0,0,0,16,16,936,845
45.479019,9.227322,45.504641,9.164012,5.698029,2020,07,02,16,38,19,34,0,28,88,20,25,24,936,845
45.443216,9.158123,45.448415,9.226366,5.354846,2020,07,02,16,38,19,49,0,28,82,15,19,22,936,845
45.496219,9.188265,45.457288,9.159307,4.882132,2020,07,02,16,38,19,44,0,26,74,18,22,25,936,845
45.444103,9.189981,45.496336,9.200788,5.868581,2020,07,02,16,38,19,53,0,35,92,25,35,33,936,834
45.471686,9.165368,45.449996,9.151258,2.650888,2020,07,02,16,38,19,34,0,15,0,12,10,16,936,834
45.461487,9.148460,45.456972,9.216133,5.301654,2020,07,02,16,38,19,56,0,30,0,22,22,22,936,834
45.482472,9.170425,45.504932,9.154161,2.800634,2020,07,02,16,38,19,37,0,17,46,12,16,14,936,834
45.445631,9.194430,45.483949,9.147786,5.602070,2020,07,02,16,38,19,41,0,30,0,20,24,25,936,832
45.460458,9.184775,45.480025,9.166098,2.618083,2020,07,02,16,48,25,27,0,17,40,11,16,23,936,832
45.457585,9.190389,45.459729,9.150993,3.081768,2020,07,02,16,48,25,36,0,18,47,14,17,24,936,832
45.461951,9.205180,45.493318,9.191405,3.649292,2020,07,02,16,48,25,32,0,22,60,16,16,19,936,832
45.480164,9.199048,45.452206,9.148909,4.995068,2020,07,02,16,48,25,38,0,29,79,24,29,30,936,827
45.504158,9.163520,45.484825,9.204821,3.870819,2020,07,02,16,48,25,35,0,22,60,16,20,17,936,827
45.463497,9.175363,45.480152,9.160843,2.170528,2020,07,02,16,48,25,21,0,12,34,10,12,9,936,827
45.453204,9.198770,45.484906,9.169057,4.218206,2020,07,02,16,48,25,38,0,27,0,19,24,27,936,827
45.449859,9.217960,45.466545,9.160889,4.822252,2020,07,02,16,48,25,37,0,0,0,19,23,24,936,827
45.453432,9.200123,45.506171,9.178827,6.094532,2020,07,02,16,48,25,24,0,33,93,23,22,28,936,833
45.479005,9.166433,45.504667,9.192909,3.521412,2020,07,02,16,48,25,31,0,22,65,17,18,27,936,833
45.456058,9.171808,45.467211,9.196319,2.278555,2020,07,02,16,58,20,22,0,17,36,13,16,17,936,833
45.451418,9.174490,45.492341,9.227361,6.139983,2020,07,02,16,58,20,44,0,33,95,27,31,31,936,833
45.451053,9.211850,45.475101,9.181422,3.574974,2020,07,02,16,58,20,29,0,23,55,0,19,22,936,828
45.475264,9.186478,45.467186,9.162277,2.089895,2020,07,02,16,58,20,25,0,15,35,0,1,5,936,828
45.464006,9.205147,45.458676,9.171782,2.668683,2020,07,02,16,58,20,28,0,18,41,0,1,4,936,828
45.476631,9.162399,45.449189,9.200817,4.276263,2020,07,02,16,58,20,35,0,23,65,17,19,30,936,828
45.450750,9.161903,45.444144,9.229780,5.345553,2020,07,02,16,58,20,50,0,30,84,19,24,35,936,832
45.462333,9.171781,45.442777,9.161036,2.330351,2020,07,02,16,58,20,22,0,17,0,11,12,13,936,832
45.444302,9.221335,45.474577,9.173578,5.020370,2020,07,02,16,58,20,37,0,32,77,22,22,24,936,832
45.482723,9.166078,45.455578,9.186898,3.427161,2020,07,02,16,58,20,30,0,0,54,12,16,16,936,832
45.437511,9.211966,45.454119,9.186309,2.723225,2020,07,02,17,08,20,35,0,16,50,10,11,17,936,838
45.442474,9.222131,45.469956,9.184123,4.257359,2020,07,02,17,08,20,28,0,26,64,22,27,25,936,838
45.477282,9.164459,45.502625,9.171881,2.876652,2020,07,02,17,08,20,34,0,0,61,16,17,25,936,838
45.446797,9.221707,45.483294,9.204174,4.282227,2020,07,02,17,08,20,37,0,22,69,18,19,17,936,838
45.478076,9.149079,45.494472,9.191100,3.748797,2020,07,02,17,08,20,23,0,22,65,12,18,18,936,835
45.440218,9.167100,45.492989,9.183132,5.999291,2020,07,02,17,08,20,44,0,38,95,26,24,31,936,835
45.465363,9.173096,45.471039,9.214287,3.273399,2020,07,02,17,08,20,36,0,23,50,13,16,24,936,835
45.444320,9.151215,45.457989,9.172665,2.260378,2020,07,02,17,08,20,25,0,15,38,9,17,11,936,835
45.453883,9.186829,45.498060,9.180039,4.940468,2020,07,02,17,08,20,33,0,31,75,24,27,24,936,830
45.502055,9.169729,45.455615,9.223795,6.665638,2020,07,02,17,08,20,43,0,36,0,28,34,29,936,830
45.499693,9.199106,45.455818,9.173316,5.276566,2020,07,02,17,18,20,30,0,30,81,22,24,23,936,830
45.451945,9.216524,45.456849,9.162995,4.210552,2020,07,02,17,18,20,49,0,21,64,16,20,17,936,830
45.441402,9.218970,45.476680,9.166838,5.649521,2020,07,02,17,18,20,40,0,32,83,24,26,27,936,831
45.463363,9.147924,45.452766,9.171971,2.214886,2020,07,02,17,18,20,22,0,15,0,10,11,12,936,831
45.491298,9.202725,45.455268,9.222713,4.298625,2020,07,02,17,18,20,31,0,22,70,16,17,24,936,831
45.437926,9.220984,45.476599,9.176529,5.523731,2020,07,02,17,18,20,34,0,33,86,25,26,29,936,831
45.465245,9.198625,45.458673,9.167731,2.517691,2020,07,02,17,18,20,19,0,0,0,12,12,14,936,830
45.457910,9.159058,45.477310,9.211201,4.602788,2020,07,02,17,18,20,35,0,28,73,23,30,28,936,830
45.455727,9.190301,45.442113,9.167978,2.307271,2020,07,02,17,18,20,30,0,15,40,9,19,15,936,830
45.478638,9.201053,45.488670,9.173005,2.454611,2020,07,02,17,18,20,30,0,14,42,8,12,11,936,830
45.468758,9.180407,45.464362,9.206556,2.096866,2020,07,02,17,28,20,24,0,17,33,12,15,12,936,826
45.461596,9.175634,45.494447,9.173763,3.655600,2020,07,02,17,28,20,26,0,26,64,17,25,24,936,826
45.451946,9.186149,45.495343,9.150018,5.587465,2020,07,02,17,28,20,54,0,31,85,21,2,0,936,826
45.451173,9.152332,45.495459,9.223368,7.411119,2020,07,02,17,28,20,43,0,39,0,0,12,7,936,826
45.443101,9.178829,45.450250,9.212121,2.715955,2020,07,02,17,28,20,19,0,14,46,11,15,17,936,822
45.470050,9.170785,45.505446,9.212896,5.124922,2020,07,02,17,28,20,50,0,28,81,21,27,24,936,822
45.444950,9.212835,45.479546,9.229668,4.064541,2020,07,02,17,28,20,40,0,24,71,13,12,13,936,822
45.448648,9.225397,45.478605,9.193593,4.152874,2020,07,02,17,28,20,29,0,23,64,16,22,24,936,822
45.451488,9.148930,45.494315,9.224805,7.594455,2020,07,02,17,28,20,55,0,42,122,35,32,44,936,813
45.490859,9.218739,45.494942,9.163062,4.363349,2020,07,02,17,28,20,41,0,28,81,22,23,26,936,813
45.472539,9.191283,45.468950,9.150768,3.184233,2020,07,02,17,38,20,32,0,20,49,13,16,17,936,813
45.459542,9.159731,45.482684,9.176254,2.877667,2020,07,02,17,38,20,33,0,17,43,14,25,22,936,813
45.498693,9.154227,45.443836,9.167849,6.191316,2020,07,02,17,38,20,37,0,35,103,19,39,39,936,813
45.488408,9.206339,45.475726,9.228773,2.246583,2020,07,02,17,38,20,26,0,23,42,8,19,18,936,813
45.440478,9.179082,45.489174,9.149148,5.896250,2020,07,02,17,38,20,47,0,31,93,20,25,26,936,813
45.505846,9.188171,45.460360,9.174936,5.161738,2020,07,02,17,38,20,40,0,27,79,19,20,25,936,815
45.466751,9.191846,45.504614,9.219962,4.746325,2020,07,02,17,38,20,27,0,24,75,22,25,29,936,815
45.457324,9.171128,45.501776,9.219782,6.230362,2020,07,02,17,38,20,30,0,33,94,26,39,31,936,815
45.472547,9.184626,45.451280,9.195862,2.521802,2020,07,02,17,38,20,31,0,20,40,14,17,17,936,815
45.453406,9.191960,45.493588,9.225595,5.180648,2020,07,02,17,38,20,42,0,27,75,22,25,23,936,815
45.467374,9.165668,45.438346,9.204310,4.416096,2020,07,02,17,48,28,41,0,25,73,15,20,17,936,802
45.456620,9.182422,45.461731,9.226856,3.511708,2020,07,02,17,48,28,38,0,18,60,14,22,31,936,802
45.460544,9.206458,45.472133,9.183298,2.218593,2020,07,02,17,48,28,28,0,15,35,8,11,16,936,802
45.452805,9.194362,45.490371,9.186975,4.216474,2020,07,02,17,48,28,30,0,27,67,21,21,28,936,802
45.505004,9.193101,45.438088,9.225155,7.848933,2020,07,02,17,48,28,42,0,41,129,26,28,37,936,804
45.480004,9.170956,45.449753,9.197121,3.934088,2020,07,02,17,48,28,52,0,24,59,20,19,30,936,804
45.464405,9.157445,45.485770,9.159907,2.383308,2020,07,02,17,48,28,29,0,13,38,9,11,19,936,804
45.476935,9.230190,45.441277,9.192521,4.934613,2020,07,02,17,48,28,53,0,29,86,18,19,30,936,804
45.489098,9.171656,45.501937,9.204658,2.941773,2020,07,02,17,48,28,23,0,21,59,15,15,15,936,805
45.501457,9.184345,45.463938,9.164842,4.440147,2020,07,02,17,48,28,37,0,25,71,15,19,20,936,805
45.461292,9.154968,45.467097,9.180951,2.126562,2020,07,02,17,58,20,21,0,14,33,10,19,16,936,805
45.440090,9.191357,45.478175,9.196313,4.252258,2020,07,02,17,58,20,39,0,23,64,23,26,24,936,805
45.499892,9.179645,45.479366,9.200418,2.798330,2020,07,02,17,58,20,21,0,17,44,0,17,7,936,803
45.484159,9.163197,45.452050,9.206079,4.891581,2020,07,02,17,58,20,34,0,28,75,0,6,3,936,803
45.502570,9.173766,45.461366,9.178448,4.595972,2020,07,02,17,58,20,43,0,30,76,19,32,29,936,803
45.499766,9.177147,45.477856,9.201323,3.079974,2020,07,02,17,58,20,27,0,19,51,12,8,6,936,803
45.496527,9.229511,45.455911,9.168614,6.552699,2020,07,02,17,58,20,49,0,35,98,33,38,34,936,806
45.487366,9.203494,45.468011,9.175850,3.045743,2020,07,02,17,58,20,17,0,20,50,16,19,19,936,806
45.482476,9.147432,45.478660,9.198549,4.007641,2020,07,02,17,58,20,29,0,22,63,0,6,5,936,806
45.448781,9.198258,45.470156,9.204553,2.426855,2020,07,02,17,58,20,28,0,13,39,0,4,14,936,806
45.453388,9.148376,45.440340,9.178548,2.764857,2020,07,02,18,08,19,26,0,15,50,12,28,20,936,804
45.473564,9.203104,45.442189,9.225156,3.889490,2020,07,02,18,08,19,35,0,23,71,15,22,20,936,804
45.469762,9.186379,45.451615,9.218926,3.242564,2020,07,02,18,08,19,36,0,24,53,17,24,29,936,804
45.469010,9.159115,45.467223,9.186587,2.151405,2020,07,02,18,08,19,14,0,16,34,8,12,13,936,804
45.476583,9.175736,45.504061,9.174256,3.057444,2020,07,02,18,08,19,41,0,21,55,16,19,29,936,806
45.468734,9.162005,45.455922,9.210997,4.077624,2020,07,02,18,08,19,31,0,24,65,17,17,20,936,806
45.458084,9.190321,45.457058,9.227480,2.900368,2020,07,02,18,08,19,34,0,15,45,13,15,13,936,806
45.478081,9.174485,45.491533,9.208428,3.039508,2020,07,02,18,08,19,35,0,18,52,14,19,26,936,806
45.452764,9.204917,45.448593,9.179107,2.065960,2020,07,02,18,08,19,25,0,12,33,11,16,19,936,786
45.480560,9.172795,45.496337,9.193099,2.362682,2020,07,02,18,08,19,25,0,15,38,12,12,25,936,786
45.477202,9.162033,45.460272,9.148545,2.156332,2020,07,02,18,18,20,29,0,12,33,10,11,12,936,786
45.476183,9.191232,45.469053,9.147595,3.493591,2020,07,02,18,18,20,30,0,21,57,15,20,20,936,786
45.473048,9.186235,45.455932,9.219979,3.247527,2020,07,02,18,18,20,40,0,22,50,20,23,23,936,779
45.471170,9.180316,45.505077,9.206445,4.285101,2020,07,02,18,18,20,33,0,25,69,13,16,18,936,779
45.476151,9.193943,45.498636,9.161235,3.570868,2020,07,02,18,18,20,32,0,21,60,15,21,23,936,779
45.472081,9.195839,45.487452,9.164521,2.980345,2020,07,02,18,18,20,36,0,18,47,13,14,15,936,779
45.479711,9.188918,45.458145,9.225545,3.729216,2020,07,02,18,18,20,25,0,20,63,16,21,26,936,782
45.464237,9.178368,45.446937,9.147228,3.098240,2020,07,02,18,18,20,39,0,18,49,14,15,20,936,782
45.480383,9.178565,45.469496,9.199144,2.009931,2020,07,02,18,18,20,18,0,15,32,12,17,20,936,782
45.462066,9.160453,45.442637,9.204125,4.033670,2020,07,02,18,18,20,47,0,23,65,15,21,26,936,782
45.472155,9.159035,45.458860,9.178936,2.143291,2020,07,02,18,28,20,35,0,16,38,9,16,15,936,785
45.451631,9.192486,45.476936,9.183571,2.898270,2020,07,02,18,28,20,37,0,22,44,13,15,23,936,785
45.474746,9.190598,45.456215,9.174395,2.417021,2020,07,02,18,28,20,26,0,17,40,11,1,5,936,785
45.480249,9.199647,45.453297,9.165201,4.024399,2020,07,02,18,28,20,35,0,24,62,0,3,5,936,785
45.466026,9.154102,45.463053,9.225324,5.563925,2020,07,02,18,28,20,43,0,31,81,28,4,6,936,784
45.438315,9.156251,45.452126,9.173855,2.060118,2020,07,02,18,28,20,21,0,13,33,7,13,10,936,784
45.439560,9.215417,45.488638,9.223094,5.489704,2020,07,02,18,28,20,41,0,26,82,16,19,21,936,784
45.475060,9.160265,45.492924,9.184010,2.715104,2020,07,02,18,28,20,31,0,16,47,13,17,16,936,784
45.461724,9.162415,45.444580,9.206142,3.907203,2020,07,02,18,28,20,41,0,22,63,14,18,22,936,784
45.467393,9.195951,45.500361,9.185832,3.749614,2020,07,02,18,28,20,22,0,23,57,16,18,24,936,771
45.473470,9.187025,45.441913,9.204303,3.758675,2020,07,02,18,38,19,39,0,27,59,19,21,22,936,771
45.459199,9.163168,45.444183,9.208868,3.936270,2020,07,02,18,38,19,35,0,22,63,15,22,22,936,771
45.463441,9.162889,45.446775,9.186793,2.628682,2020,07,02,18,38,19,33,0,14,41,11,12,22,936,771
45.479616,9.188779,45.484630,9.222579,2.693331,2020,07,02,18,38,19,28,0,16,44,14,18,22,936,778
45.483590,9.206832,45.466408,9.155804,4.413489,2020,07,02,18,38,19,29,0,26,70,21,24,24,936,778
45.480729,9.178825,45.477927,9.216110,2.923477,2020,07,02,18,38,19,36,0,17,48,14,22,19,936,778
45.463438,9.167855,45.466068,9.205439,2.945449,2020,07,02,18,38,19,30,0,20,45,11,14,21,936,778
45.451247,9.158309,45.492107,9.178441,4.806750,2020,07,02,18,38,19,50,0,31,84,20,28,27,936,783
45.454710,9.219685,45.459617,9.160918,4.615779,2020,07,02,18,38,19,53,0,26,73,22,24,23,936,783
45.464856,9.203899,45.484459,9.154010,4.458848,2020,07,02,18,38,19,43,0,26,73,18,18,29,936,783
45.466734,9.192871,45.480436,9.173694,2.134677,2020,07,02,18,48,21,31,0,15,36,13,18,20,936,783
45.467005,9.196298,45.466048,9.149026,3.687812,2020,07,02,18,48,21,17,0,22,53,18,20,24,936,785
45.496871,9.170594,45.493475,9.197792,2.153193,2020,07,02,18,48,21,17,0,12,34,10,13,12,936,785
45.441784,9.172922,45.501004,9.216817,7.421054,2020,07,02,18,48,21,46,0,39,111,32,36,36,936,785
45.497912,9.175127,45.471916,9.187646,3.050788,2020,07,02,18,48,21,35,0,19,48,13,16,18,936,785
45.460251,9.157741,45.440998,9.166975,2.258656,2020,07,02,18,48,21,34,0,16,47,13,23,18,936,784
45.500428,9.226993,45.481892,9.202868,2.789955,2020,07,02,18,48,21,29,0,16,42,11,14,13,936,784
45.481018,9.227510,45.453800,9.179254,4.828937,2020,07,02,18,48,21,40,0,31,76,26,27,29,936,784
45.489646,9.216940,45.466657,9.177858,3.977183,2020,07,02,18,48,21,21,0,24,65,20,21,25,936,784
45.505955,9.166028,45.474269,9.174859,3.589769,2020,07,02,18,48,21,34,0,23,66,14,21,20,936,782
45.452913,9.189254,45.473706,9.182146,2.377487,2020,07,02,18,58,20,34,0,20,37,14,17,24,936,782
45.491871,9.208676,45.477607,9.174912,3.072981,2020,07,02,18,58,20,33,0,17,50,14,21,18,936,782
45.478253,9.174752,45.457379,9.162642,2.505722,2020,07,02,18,58,20,27,0,16,38,10,3,1,936,779
45.490546,9.217012,45.458645,9.190129,4.120074,2020,07,02,18,58,20,31,0,24,63,0,4,2,936,779
45.498887,9.184466,45.470062,9.178360,3.240193,2020,07,02,18,58,20,30,0,19,47,13,15,13,936,779
45.471779,9.203950,45.457723,9.173949,2.813559,2020,07,02,18,58,20,31,0,20,43,16,17,19,936,779
45.457909,9.216577,45.469204,9.164150,4.277021,2020,07,02,18,58,20,41,0,24,64,19,23,30,936,783
45.466507,9.147507,45.465957,9.175559,2.188364,2020,07,02,18,58,20,16,0,12,30,9,14,12,936,783
45.437780,9.196177,45.481628,9.199108,4.880796,2020,07,02,18,58,20,35,0,28,78,20,21,22,936,783
45.479448,9.228563,45.464000,9.203785,2.585154,2020,07,02,18,58,20,26,0,17,47,11,20,23,936,783
45.471328,9.218180,45.454704,9.190669,2.831885,2020,07,02,19,08,19,33,0,18,47,13,20,19,936,785
45.454292,9.204444,45.469716,9.165686,3.475237,2020,07,02,19,08,19,24,0,21,55,17,22,22,936,785
45.479512,9.185386,45.450891,9.174043,3.303002,2020,07,02,19,08,19,20,0,24,53,23,24,23,936,785
45.439523,9.149279,45.481199,9.191236,5.672783,2020,07,02,19,08,19,49,0,36,91,22,21,25,936,785
45.452273,9.195982,45.472303,9.172974,2.860002,2020,07,02,19,08,19,29,0,19,44,12,14,17,936,785
45.475682,9.229494,45.462421,9.201165,2.655897,2020,07,02,19,08,19,27,0,17,47,11,12,25,936,785
45.455360,9.223678,45.473517,9.183990,3.695239,2020,07,02,19,08,19,33,0,22,59,22,25,24,936,785
45.506075,9.181298,45.473189,9.164531,3.883132,2020,07,02,19,08,19,43,0,22,65,14,25,18,936,785
45.438327,9.215891,45.479165,9.197961,4.751206,2020,07,02,19,08,19,26,0,24,75,17,24,21,936,783
45.500170,9.157122,45.465227,9.180011,4.275457,2020,07,02,19,08,19,26,0,30,84,20,27,22,936,783
45.450362,9.207034,45.478438,9.193614,3.292508,2020,07,02,19,18,20,20,0,18,53,15,16,25,936,783
45.487614,9.188542,45.473187,9.168343,2.247893,2020,07,02,19,18,20,26,0,16,39,11,12,21,936,783
45.501572,9.199021,45.457455,9.168495,5.452179,2020,07,02,19,18,20,22,0,30,83,21,23,28,936,783
45.505478,9.207338,45.456462,9.205261,5.452473,2020,07,02,19,18,20,43,0,32,87,22,26,24,936,790
45.497313,9.226165,45.481434,9.162250,5.285677,2020,07,02,19,18,20,33,0,31,86,22,22,25,936,790
45.470841,9.175890,45.451603,9.185760,2.273344,2020,07,02,19,18,20,23,0,15,37,11,14,17,936,790
45.480152,9.198158,45.460083,9.193231,2.264294,2020,07,02,19,18,20,14,0,17,37,13,18,18,936,790
45.440689,9.171369,45.485637,9.165609,5.017895,2020,07,02,19,18,20,39,0,28,81,19,26,24,936,779
45.444075,9.211382,45.468456,9.197103,2.930757,2020,07,02,19,18,20,22,0,21,50,17,21,21,936,779
45.494174,9.214871,45.453973,9.188505,4.920000,2020,07,02,19,18,20,33,0,28,77,22,25,31,936,779
45.488577,9.228381,45.466710,9.179478,4.521988,2020,07,02,19,28,20,32,0,27,74,21,23,25,936,779
45.484549,9.151888,45.460691,9.169116,2.973480,2020,07,02,19,28,20,36,0,18,48,11,13,15,936,775
45.457057,9.212631,45.467320,9.190165,2.090892,2020,07,02,19,28,20,21,0,13,32,9,2,12,936,775
45.450977,9.181953,45.480142,9.166369,3.463077,2020,07,02,19,28,20,33,0,20,55,14,5,7,936,775
45.464292,9.216599,45.488712,9.201007,2.974960,2020,07,02,19,28,20,21,0,17,49,0,6,16,936,775
45.481194,9.169440,45.486508,9.206978,2.985373,2020,07,02,19,28,20,33,0,18,46,14,16,16,936,775
45.495311,9.217481,45.451944,9.169198,6.117499,2020,07,02,19,28,20,29,0,35,92,26,27,33,936,775
45.462043,9.187704,45.494865,9.171381,3.864984,2020,07,02,19,28,20,33,0,26,63,20,25,28,936,775
45.462467,9.202377,45.483022,9.227488,3.009495,2020,07,02,19,28,20,31,0,18,50,12,14,21,936,775
45.461335,9.179342,45.437963,9.153182,3.304132,2020,07,02,19,28,20,34,0,22,51,16,21,22,936,767
