Lat,Lon,Elat,Elon,Length,Year,Month,Day,Hour,Minute,Public,Public2,Car,Bike,Foot,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.468323,9.201852,45.461204,9.169211,2.665666,2020,07,06,00,24,20,29,0,19,44,10,16,21,936,823
45.442196,9.153725,45.462733,9.168444,2.555866,2020,07,06,00,24,20,31,0,0,43,9,12,10,936,816
45.450006,9.207487,45.455761,9.170398,2.962830,2020,07,06,00,24,20,27,0,15,45,9,13,6,936,816
45.476482,9.194063,45.489244,9.158077,3.143838,2020,07,06,00,24,20,22,0,17,51,0,9,25,936,816
45.470627,9.149803,45.502942,9.209732,5.893561,2020,07,06,00,24,20,58,0,0,98,0,0,0,936,816
45.453834,9.172788,45.486778,9.230443,5.799016,2020,07,06,00,24,20,38,0,0,89,18,21,25,936,821
45.475774,9.173932,45.451896,9.162050,2.812035,2020,07,06,00,34,19,39,0,18,0,13,15,16,936,821
45.501553,9.193578,45.454478,9.203547,5.291639,2020,07,06,00,34,19,55,0,0,84,15,15,17,936,821
45.454984,9.174332,45.478413,9.186801,2.780606,2020,07,06,00,34,19,29,0,22,46,12,15,12,936,821
45.456354,9.152852,45.502008,9.217190,7.136395,2020,07,06,00,34,19,65,0,43,116,23,34,28,936,823
45.474986,9.201010,45.438657,9.203478,4.043990,2020,07,06,00,34,19,40,0,0,64,11,14,27,936,823
45.504177,9.155098,45.463765,9.228570,7.279820,2020,07,06,00,34,19,56,0,40,116,21,31,25,936,823
45.482350,9.174769,45.458989,9.170403,2.619714,2020,07,06,00,34,19,25,0,15,42,9,9,10,936,823
45.452804,9.153967,45.503942,9.150449,5.692624,2020,07,06,00,34,19,55,0,28,0,14,23,16,936,827
45.476075,9.172620,45.449318,9.178851,3.014522,2020,07,06,00,34,19,46,0,20,0,14,16,17,936,827
45.500657,9.183083,45.489982,9.150403,2.810072,2020,07,06,00,34,19,23,0,15,43,7,9,13,936,827
45.489198,9.147143,45.466818,9.188838,4.093827,2020,07,06,00,44,25,35,0,0,66,14,16,21,936,827
45.500248,9.187000,45.475203,9.189481,2.791450,2020,07,06,00,44,25,28,0,16,45,11,8,16,936,827
45.439261,9.168769,45.464717,9.185020,3.101317,2020,07,06,00,44,25,33,0,0,51,13,20,19,936,822
45.451509,9.181209,45.480491,9.198099,3.481268,2020,07,06,00,44,25,33,0,22,0,11,15,18,936,822
45.471619,9.174866,45.452653,9.162487,2.319290,2020,07,06,00,44,25,26,0,14,39,8,13,8,936,822
45.477490,9.199169,45.452203,9.167348,3.750083,2020,07,06,00,44,25,41,0,23,58,14,14,30,936,825
45.478771,9.174943,45.455062,9.202319,3.392161,2020,07,06,00,44,25,39,0,23,0,12,18,20,936,825
45.475494,9.177246,45.457026,9.173729,2.071683,2020,07,06,00,44,25,39,0,15,33,10,15,18,936,825
45.479300,9.201807,45.469677,9.175311,2.326514,2020,07,06,00,44,25,32,0,15,39,8,12,21,936,825
45.494551,9.230122,45.474970,9.228638,2.180274,2020,07,06,00,44,25,26,0,12,35,6,10,10,936,825
45.502882,9.156508,45.472348,9.222646,6.172992,2020,07,06,00,54,20,47,0,36,97,18,25,22,936,820
45.498071,9.182497,45.467892,9.157401,3.884270,2020,07,06,00,54,20,39,0,22,63,11,12,15,936,820
45.453814,9.156761,45.443373,9.195405,3.230248,2020,07,06,00,54,20,24,0,20,57,11,14,13,936,820
45.493746,9.218162,45.453649,9.184417,5.176848,2020,07,06,00,54,20,42,0,31,77,19,24,16,936,820
45.473467,9.195294,45.456857,9.157994,3.445518,2020,07,06,00,54,20,35,0,22,54,12,14,14,936,821
45.459416,9.213814,45.474537,9.199385,2.023057,2020,07,06,00,54,20,28,0,15,33,7,7,6,936,821
45.462028,9.169572,45.457107,9.194550,2.023413,2020,07,06,00,54,20,24,0,13,33,6,13,16,936,821
45.455104,9.177812,45.481563,9.186007,3.010567,2020,07,06,00,54,20,32,0,0,53,0,2,2,936,829
45.464707,9.164350,45.497357,9.154584,3.709317,2020,07,06,00,54,20,36,0,21,61,11,16,13,936,829
45.480122,9.182544,45.498178,9.166733,2.355747,2020,07,06,00,54,20,21,0,0,41,7,8,20,936,829
45.463110,9.215004,45.457327,9.162352,4.156309,2020,07,06,07,04,25,49,0,24,0,13,14,26,936,857
45.504277,9.146963,45.452002,9.204711,7.352198,2020,07,06,07,04,25,34,0,42,0,26,31,27,936,857
45.473471,9.222070,45.461751,9.187007,3.028834,2020,07,06,07,04,25,29,0,0,0,17,20,16,936,857
45.504906,9.177933,45.471477,9.185995,3.769707,2020,07,06,07,04,25,26,0,23,58,15,17,16,936,857
45.505322,9.173399,45.453933,9.191790,5.891067,2020,07,06,07,04,25,35,0,0,92,23,49,28,936,857
45.500335,9.213262,45.460300,9.191724,4.757635,2020,07,06,07,04,25,31,0,28,76,20,22,28,936,857
45.438695,9.174705,45.460856,9.161544,2.669375,2020,07,06,07,04,25,32,0,0,44,10,15,11,936,862
45.462467,9.222994,45.463521,9.160052,4.909931,2020,07,06,07,04,25,40,0,27,0,19,21,26,936,862
45.450247,9.219870,45.468069,9.198123,2.608337,2020,07,06,07,04,25,25,0,16,44,10,14,17,936,862
45.499526,9.158360,45.476346,9.158964,2.577804,2020,07,06,07,04,25,23,0,0,0,11,15,8,936,862
45.486041,9.147597,45.468437,9.214576,5.576829,2020,07,06,07,13,20,47,0,32,92,19,25,24,936,862
45.473137,9.189085,45.504870,9.222824,4.400676,2020,07,06,07,13,20,36,0,0,68,15,15,37,936,862
45.453377,9.175888,45.467092,9.207550,2.902219,2020,07,06,07,13,20,25,0,0,0,11,24,10,936,862
45.474735,9.164057,45.500526,9.151757,3.023729,2020,07,06,07,13,20,23,0,17,50,9,10,9,936,863
45.481152,9.173778,45.446286,9.174599,3.877264,2020,07,06,07,13,20,43,0,0,0,20,20,23,936,863
45.469259,9.169215,45.441560,9.209791,4.415997,2020,07,06,07,13,20,34,0,0,0,16,19,16,936,863
45.462385,9.201620,45.485495,9.209981,2.650996,2020,07,06,07,13,20,29,0,0,0,10,10,15,936,863
45.466381,9.198566,45.503966,9.200759,4.182555,2020,07,06,07,13,20,32,0,25,0,16,18,22,936,862
45.473646,9.167206,45.438145,9.206864,5.014866,2020,07,06,07,13,20,46,0,31,80,19,20,23,936,862
45.465222,9.196162,45.500676,9.161052,4.799156,2020,07,06,07,13,20,26,0,29,0,20,22,17,936,862
45.462275,9.163757,45.501765,9.190387,4.856927,2020,07,06,07,23,20,44,0,0,76,19,23,19,936,862
45.459269,9.174115,45.456177,9.202249,2.221006,2020,07,06,07,23,20,28,0,0,36,9,13,15,936,861
45.455576,9.177806,45.487812,9.229693,5.405148,2020,07,06,07,23,20,47,0,29,0,22,29,23,936,861
45.458184,9.199350,45.473380,9.162155,3.356758,2020,07,06,07,23,20,37,0,23,0,17,20,26,936,861
45.451332,9.174416,45.469422,9.155535,2.492804,2020,07,06,07,23,20,24,0,0,0,10,14,20,936,861
45.489547,9.161588,45.448085,9.198280,5.425816,2020,07,06,07,23,20,44,0,32,85,20,20,26,936,854
45.501409,9.190431,45.489781,9.169632,2.073523,2020,07,06,07,23,20,26,0,17,50,10,10,17,936,854
45.475369,9.169704,45.488868,9.210787,3.537031,2020,07,06,07,23,20,38,0,0,58,0,2,0,936,854
45.462225,9.146746,45.500758,9.168389,4.604733,2020,07,06,07,23,20,37,0,24,79,0,1,7,936,854
45.496397,9.167773,45.467502,9.229198,5.766550,2020,07,06,07,23,20,41,0,0,92,21,21,1,936,852
45.456118,9.196024,45.505252,9.189408,5.487483,2020,07,06,07,33,19,32,0,0,0,21,22,31,936,852
45.462085,9.187550,45.439665,9.204356,2.816532,2020,07,06,07,33,19,24,0,16,43,11,16,19,936,852
45.462985,9.179786,45.440256,9.150847,3.388528,2020,07,06,07,33,19,34,0,0,52,12,15,17,936,852
45.472121,9.180688,45.439576,9.194029,3.765294,2020,07,06,07,33,19,32,0,25,58,18,19,24,936,851
45.475712,9.166627,45.448743,9.182318,3.238738,2020,07,06,07,33,19,37,0,0,52,12,13,18,936,851
45.479832,9.225609,45.468139,9.176523,4.042032,2020,07,06,07,33,19,20,0,27,65,18,24,21,936,851
45.459921,9.219311,45.468025,9.166889,4.186188,2020,07,06,07,33,19,32,0,0,65,18,27,35,936,851
45.503272,9.195166,45.480660,9.159073,3.773031,2020,07,06,07,33,19,23,0,0,65,14,14,14,936,851
45.480689,9.216547,45.453373,9.193655,3.522998,2020,07,06,07,33,19,29,0,20,0,14,17,16,936,851
45.448627,9.182634,45.469829,9.172090,2.496749,2020,07,06,07,33,19,35,0,16,0,12,10,11,936,851
45.481325,9.166367,45.451016,9.161960,3.387522,2020,07,06,07,43,27,35,0,18,54,11,16,17,936,851
45.457553,9.161948,45.457913,9.188808,2.095255,2020,07,06,07,43,27,29,0,14,33,11,10,17,936,844
45.451793,9.164869,45.486992,9.217085,5.647608,2020,07,06,07,43,27,35,0,0,0,26,27,29,936,844
45.462736,9.173138,45.483981,9.226764,4.802394,2020,07,06,07,43,27,25,0,29,77,22,23,20,936,844
45.479504,9.163983,45.489517,9.213243,3.998213,2020,07,06,07,43,27,35,0,0,0,19,19,24,936,844
45.482449,9.146069,45.465259,9.187667,3.764687,2020,07,06,07,43,27,22,0,23,0,17,22,16,936,838
45.469402,9.196089,45.502508,9.197382,3.682422,2020,07,06,07,43,27,20,0,0,0,14,17,16,936,838
45.475970,9.216841,45.466845,9.156530,4.810858,2020,07,06,07,43,27,31,0,28,74,21,29,20,936,838
45.503345,9.154315,45.468093,9.208446,5.759305,2020,07,06,07,43,27,33,0,0,0,22,24,24,936,838
45.495666,9.168678,45.439745,9.185162,6.349306,2020,07,06,07,43,27,52,0,40,0,31,36,28,936,838
45.460894,9.156272,45.479001,9.202661,4.139753,2020,07,06,07,53,21,42,0,26,0,19,19,22,936,835
45.488535,9.151920,45.453429,9.191889,4.994950,2020,07,06,07,53,21,51,0,27,79,18,21,22,936,835
45.485504,9.218101,45.454916,9.182637,4.383398,2020,07,06,07,53,21,30,0,0,66,22,22,21,936,835
45.478016,9.174194,45.470913,9.222809,3.871875,2020,07,06,07,53,21,41,0,21,59,15,17,31,936,835
45.469863,9.168976,45.458930,9.215959,3.860282,2020,07,06,07,53,21,40,0,25,0,20,23,24,936,827
45.441566,9.202513,45.476853,9.186601,4.115125,2020,07,06,07,53,21,44,0,0,63,17,19,22,936,827
45.454856,9.177174,45.470954,9.195327,2.282094,2020,07,06,07,53,21,25,0,0,35,12,14,24,936,827
45.468763,9.183381,45.452153,9.203247,2.410660,2020,07,06,07,53,21,19,0,18,0,14,14,10,936,827
45.453755,9.168649,45.454694,9.218672,3.903048,2020,07,06,07,53,21,32,0,22,63,0,0,6,936,828
45.459700,9.194433,45.483664,9.173671,3.117783,2020,07,06,07,53,21,31,0,0,54,0,0,7,936,828
45.444311,9.149661,45.464933,9.159170,2.409917,2020,07,06,08,03,20,37,0,18,0,10,10,27,936,828
45.439888,9.145806,45.474368,9.178977,4.625072,2020,07,06,08,03,20,29,0,31,0,18,20,19,936,828
45.454333,9.162742,45.489431,9.181581,4.169833,2020,07,06,08,03,20,36,0,0,64,18,19,22,936,817
45.482947,9.169918,45.474086,9.209339,3.227462,2020,07,06,08,03,20,27,0,16,0,13,16,24,936,817
45.451632,9.207830,45.503143,9.166306,6.579134,2020,07,06,08,03,20,43,0,35,106,25,25,33,936,817
45.495411,9.148061,45.503083,9.197487,3.945333,2020,07,06,08,03,20,26,0,22,66,14,21,13,936,817
45.443303,9.193761,45.483138,9.188899,4.445436,2020,07,06,08,03,20,35,0,0,69,18,30,18,936,818
45.464143,9.197424,45.475448,9.158903,3.256109,2020,07,06,08,03,20,28,0,21,51,17,20,27,936,818
45.485730,9.149084,45.476352,9.179155,2.565777,2020,07,06,08,03,20,29,0,0,42,9,11,9,936,818
45.464738,9.183805,45.479406,9.159450,2.503238,2020,07,06,08,03,20,20,0,15,40,10,10,11,936,818
45.438938,9.221952,45.457041,9.152659,5.767875,2020,07,06,08,13,20,35,0,31,91,21,21,23,936,818
45.485873,9.210569,45.503131,9.151656,4.976595,2020,07,06,08,13,20,22,0,27,0,16,18,18,936,818
45.472894,9.211177,45.461968,9.175226,3.055329,2020,07,06,08,13,20,35,0,0,0,15,19,17,936,818
45.496910,9.165324,45.472245,9.201649,3.942068,2020,07,06,08,13,20,36,0,0,67,19,19,20,936,818
45.488396,9.155666,45.449662,9.184140,4.845455,2020,07,06,08,13,20,45,0,26,0,21,22,20,936,818
45.458476,9.188269,45.491452,9.154616,4.508721,2020,07,06,08,13,20,0,0,0,0,17,16,16,936,818
45.502840,9.156361,45.491160,9.181024,2.319784,2020,07,06,08,13,20,23,0,0,39,14,15,15,936,818
45.482257,9.163680,45.494628,9.206667,3.622171,2020,07,06,08,13,20,30,0,0,0,18,24,19,936,818
45.440209,9.156601,45.469517,9.179114,3.701716,2020,07,06,08,13,20,33,0,0,0,16,16,14,936,811
45.481184,9.185393,45.443933,9.212817,4.661488,2020,07,06,08,13,20,40,0,26,75,20,22,21,936,811
45.455437,9.148211,45.483282,9.229563,7.058747,2020,07,06,08,23,20,47,0,40,111,32,32,32,936,811
45.468173,9.223919,45.503332,9.226804,3.915778,2020,07,06,08,23,20,37,0,0,58,10,13,15,936,811
45.489641,9.178972,45.437432,9.206544,6.190511,2020,07,06,08,23,20,57,0,0,0,26,45,54,936,806
45.502728,9.159583,45.459642,9.196589,5.592322,2020,07,06,08,23,20,28,0,35,0,25,25,26,936,806
45.452987,9.186844,45.473048,9.188487,2.234251,2020,07,06,08,23,20,27,0,0,0,13,12,14,936,806
45.487798,9.212672,45.454692,9.170586,4.931424,2020,07,06,08,23,20,30,0,0,0,31,28,33,936,806
45.455412,9.189626,45.487719,9.170430,3.891560,2020,07,06,08,23,20,40,0,27,62,21,23,20,936,805
45.465979,9.159659,45.454925,9.188110,2.536526,2020,07,06,08,23,20,26,0,15,40,0,0,2,936,805
45.478844,9.203129,45.475215,9.160411,3.354888,2020,07,06,08,23,20,37,0,0,0,0,4,4,936,805
45.477663,9.171806,45.451222,9.216952,4.586737,2020,07,06,08,23,20,47,0,0,0,22,3,0,936,799
45.473490,9.179448,45.462407,9.200035,2.023784,2020,07,06,08,33,20,21,0,0,31,13,13,14,936,799
45.471257,9.195702,45.466356,9.166594,2.334254,2020,07,06,08,33,20,22,0,0,0,11,12,14,936,799
45.491981,9.209591,45.476216,9.160152,4.233961,2020,07,06,08,33,20,43,0,0,69,17,24,19,936,799
45.459416,9.181994,45.454123,9.221585,3.143430,2020,07,06,08,33,20,41,0,0,50,15,17,26,936,792
45.478136,9.197441,45.448691,9.150215,4.927740,2020,07,06,08,33,20,44,0,0,77,22,26,25,936,792
45.480859,9.178392,45.473389,9.204867,2.224978,2020,07,06,08,33,20,27,0,0,0,10,17,19,936,792
45.473716,9.161106,45.501962,9.222528,5.726044,2020,07,06,08,33,20,36,0,31,89,23,22,23,936,792
45.462854,9.201542,45.437348,9.173094,3.600969,2020,07,06,08,33,20,42,0,0,58,18,19,24,936,792
45.477977,9.172215,45.489076,9.194599,2.137275,2020,07,06,08,33,20,29,0,0,36,13,15,20,936,793
45.461485,9.192687,45.438765,9.184103,2.613457,2020,07,06,08,33,20,26,0,0,42,11,13,10,936,793
45.451282,9.177915,45.472737,9.181667,2.403450,2020,07,06,08,43,25,24,0,0,37,15,17,15,936,793
45.477016,9.186785,45.460268,9.201862,2.202267,2020,07,06,08,43,25,25,0,0,38,11,14,15,936,793
45.461032,9.215753,45.466824,9.176048,3.162608,2020,07,06,08,43,25,36,0,0,49,17,17,18,936,787
45.481345,9.184770,45.458609,9.204806,2.971808,2020,07,06,08,43,25,32,0,0,52,16,15,19,936,787
45.451229,9.213300,45.469290,9.163228,4.391161,2020,07,06,08,43,25,29,0,24,67,20,20,34,936,787
45.484633,9.154113,45.481745,9.204990,3.979200,2020,07,06,08,43,25,31,0,24,64,19,25,20,936,787
45.496181,9.146536,45.465193,9.185256,4.580819,2020,07,06,08,43,25,38,0,23,68,17,24,24,936,782
45.439575,9.194009,45.481894,9.191348,4.710006,2020,07,06,08,43,25,43,0,0,0,21,21,31,936,782
45.447038,9.146497,45.459159,9.195508,4.053409,2020,07,06,08,43,25,47,0,22,0,19,35,28,936,782
45.458330,9.203857,45.479127,9.204470,2.312904,2020,07,06,08,43,25,27,0,14,39,12,14,12,936,782
45.482751,9.177753,45.449821,9.209332,4.412540,2020,07,06,08,53,20,34,0,0,68,22,20,21,936,786
45.480743,9.149085,45.473024,9.190945,3.374616,2020,07,06,08,53,20,36,0,20,0,16,15,27,936,786
45.466270,9.200344,45.465116,9.173001,2.136099,2020,07,06,08,53,20,21,0,0,0,10,17,18,936,786
45.458861,9.195284,45.444000,9.173398,2.375853,2020,07,06,08,53,20,25,0,0,39,16,16,16,936,786
45.474488,9.166035,45.469742,9.199762,2.682199,2020,07,06,08,53,20,27,0,0,0,12,19,18,936,792
45.474104,9.196727,45.505294,9.206753,3.554968,2020,07,06,08,53,20,32,0,21,60,12,12,21,936,792
45.469776,9.204452,45.455576,9.151900,4.391912,2020,07,06,08,53,20,35,0,26,67,21,20,37,936,792
45.462070,9.202787,45.494121,9.157406,5.021782,2020,07,06,08,53,20,38,0,26,78,18,19,3,936,792
45.467999,9.195959,45.488516,9.189268,2.340160,2020,07,06,08,53,20,23,0,0,39,0,3,12,936,800
45.477070,9.191816,45.504870,9.175740,3.335399,2020,07,06,08,53,20,22,0,0,53,14,21,22,936,800
45.450356,9.221631,45.439746,9.157221,5.161248,2020,07,06,09,03,19,44,0,0,82,17,17,18,936,800
45.482906,9.181832,45.467136,9.196089,2.076118,2020,07,06,09,03,19,27,0,15,0,12,22,13,936,800
45.442950,9.156751,45.502356,9.219408,8.215726,2020,07,06,09,03,19,48,0,0,0,33,41,35,936,797
45.484420,9.224640,45.460129,9.182472,4.255042,2020,07,06,09,03,19,36,0,0,66,21,21,21,936,797
45.505299,9.194713,45.474841,9.186395,3.448119,2020,07,06,09,03,19,32,0,20,0,15,14,14,936,797
45.477400,9.179609,45.450793,9.187855,3.027502,2020,07,06,09,03,19,29,0,20,46,18,17,26,936,797
45.449157,9.195376,45.478606,9.154117,4.590681,2020,07,06,09,03,19,56,0,0,74,18,17,26,936,797
45.466898,9.173972,45.481993,9.196773,2.444899,2020,07,06,09,03,19,20,0,18,40,13,16,19,936,797
45.453343,9.188292,45.440094,9.150154,3.319804,2020,07,06,09,03,19,35,0,18,0,12,14,12,936,797
45.438880,9.161179,45.496681,9.214515,7.655219,2020,07,06,09,03,19,48,0,43,0,30,30,30,936,797
45.453980,9.200030,45.472174,9.205815,2.072677,2020,07,06,09,13,20,22,0,0,0,9,8,12,936,804
45.494544,9.174955,45.462557,9.222659,5.146045,2020,07,06,09,13,20,21,0,27,87,28,31,31,936,804
45.478168,9.172418,45.456900,9.209150,3.714362,2020,07,06,09,13,20,40,0,24,58,19,19,19,936,804
45.476344,9.148503,45.492930,9.197961,4.273866,2020,07,06,09,13,20,30,0,0,72,18,21,22,936,804
45.447603,9.219542,45.477319,9.172064,4.962503,2020,07,06,09,13,20,44,0,0,75,22,26,22,936,804
45.481602,9.222010,45.474405,9.190835,2.558881,2020,07,06,09,13,20,29,0,17,0,12,11,21,936,804
45.485360,9.203863,45.456635,9.184407,3.535902,2020,07,06,09,13,20,22,0,0,0,21,23,19,936,804
45.449652,9.212035,45.459106,9.177402,2.898593,2020,07,06,09,13,20,30,0,20,47,13,16,25,936,804
45.470782,9.195283,45.479360,9.165431,2.515354,2020,07,06,09,13,20,30,0,18,43,14,17,18,936,804
45.488793,9.160758,45.458740,9.194059,4.231770,2020,07,06,09,13,20,40,0,32,70,18,27,28,936,804
45.465681,9.153454,45.461419,9.223482,5.481603,2020,07,06,09,23,20,44,0,30,84,24,26,27,936,804
45.451573,9.211017,45.489020,9.147346,6.479597,2020,07,06,09,23,20,59,0,38,100,26,31,33,936,804
45.489434,9.164030,45.496151,9.192411,2.334799,2020,07,06,09,23,20,22,0,16,48,11,11,19,936,804
45.448333,9.214452,45.458466,9.166503,3.905965,2020,07,06,09,23,20,31,0,20,58,17,17,29,936,800
45.498211,9.229294,45.466613,9.200013,4.189802,2020,07,06,09,23,20,30,0,21,61,18,21,21,936,800
45.448095,9.222135,45.458214,9.159224,5.034310,2020,07,06,09,23,20,55,0,25,73,20,21,26,936,800
45.470604,9.161901,45.499186,9.183555,3.598509,2020,07,06,09,23,20,29,0,20,56,15,20,16,936,800
45.478402,9.184414,45.458439,9.154471,3.221589,2020,07,06,09,23,20,28,0,19,50,13,15,11,936,796
45.457087,9.199088,45.459163,9.155621,3.397917,2020,07,06,09,23,20,42,0,20,53,0,2,1,936,796
45.451067,9.184044,45.469212,9.177158,2.087786,2020,07,06,09,23,20,27,0,16,34,12,12,19,936,796
45.495805,9.156450,45.447051,9.213343,7.004703,2020,07,06,09,33,20,45,0,38,108,29,34,33,936,796
45.473478,9.223167,45.459729,9.206615,2.000758,2020,07,06,09,33,20,22,0,12,35,9,11,24,936,795
45.459266,9.185835,45.490117,9.221620,4.421737,2020,07,06,09,33,20,29,0,23,66,21,22,30,936,795
45.452569,9.149088,45.464818,9.230080,6.461805,2020,07,06,09,33,20,62,0,32,97,26,44,30,936,795
45.499055,9.196558,45.440029,9.220574,6.825017,2020,07,06,09,33,20,35,0,36,111,22,24,31,936,795
45.448596,9.146714,45.448459,9.207808,4.765663,2020,07,06,09,33,20,38,0,24,72,18,33,29,936,799
45.455582,9.220770,45.473378,9.183956,3.486722,2020,07,06,09,33,20,40,0,21,54,20,21,21,936,799
45.437927,9.174012,45.465892,9.187814,3.290510,2020,07,06,09,33,20,34,0,20,49,20,28,24,936,799
45.500726,9.213185,45.477935,9.173848,3.977907,2020,07,06,09,33,20,38,0,21,65,17,22,22,936,801
45.469036,9.146156,45.481757,9.171799,2.449075,2020,07,06,09,33,20,31,0,15,44,11,15,14,936,801
45.470716,9.149207,45.452622,9.163709,2.307960,2020,07,06,09,43,28,28,0,12,34,11,13,16,936,801
45.477909,9.202058,45.462308,9.180090,2.437889,2020,07,06,09,43,28,27,0,18,38,14,19,17,936,801
45.480080,9.161276,45.464427,9.205443,3.858615,2020,07,06,09,43,28,31,0,25,61,17,21,24,936,807
45.460531,9.147523,45.459811,9.224630,6.014024,2020,07,06,09,43,28,51,0,32,95,27,32,32,936,807
45.462788,9.221142,45.491843,9.184726,4.300908,2020,07,06,09,43,28,33,0,24,66,17,25,23,936,807
45.451360,9.166802,45.472814,9.166538,2.385550,2020,07,06,09,43,28,25,0,14,38,10,23,12,936,807
45.494339,9.151472,45.477960,9.191602,3.619757,2020,07,06,09,43,28,39,0,21,59,16,21,18,936,815
45.476397,9.167851,45.454558,9.195824,3.264185,2020,07,06,09,43,28,41,0,19,49,15,16,18,936,815
45.452196,9.162709,45.472821,9.183945,2.828752,2020,07,06,09,43,28,23,0,20,44,12,19,19,936,815
45.505471,9.208758,45.469896,9.159396,5.518348,2020,07,06,09,43,28,45,0,32,92,21,23,24,936,815
45.479323,9.171073,45.452923,9.171116,2.935407,2020,07,06,09,53,20,28,0,17,49,13,15,19,936,814
45.451162,9.163816,45.466730,9.177708,2.042110,2020,07,06,09,53,20,23,0,15,33,9,19,14,936,814
45.470368,9.222438,45.452868,9.177614,4.000753,2020,07,06,09,53,20,44,0,23,63,17,19,27,936,814
45.503185,9.162796,45.459878,9.229538,7.089421,2020,07,06,09,53,20,33,0,38,115,27,31,31,936,814
45.465515,9.208387,45.471900,9.174539,2.733183,2020,07,06,09,53,20,31,0,17,44,16,16,17,936,815
45.444876,9.152779,45.502277,9.166631,6.473132,2020,07,06,09,53,20,58,0,36,105,22,27,33,936,815
45.471094,9.163943,45.452896,9.173260,2.149932,2020,07,06,09,53,20,20,0,14,34,10,13,12,936,815
45.477260,9.196751,45.462625,9.178881,2.142334,2020,07,06,09,53,20,23,0,17,33,0,5,22,936,815
45.462657,9.185136,45.479435,9.213073,2.868008,2020,07,06,09,53,20,18,0,19,44,0,4,3,936,822
45.472319,9.188904,45.442789,9.212355,3.758477,2020,07,06,09,53,20,25,0,27,60,16,20,22,936,822
45.481631,9.196640,45.448217,9.157531,4.806737,2020,07,06,10,03,19,29,0,29,74,22,23,27,936,822
45.475235,9.184197,45.474892,9.146198,2.962963,2020,07,06,10,03,19,32,0,19,50,14,15,22,936,822
45.481737,9.174751,45.493712,9.212762,3.248411,2020,07,06,10,03,19,41,0,21,54,0,2,7,936,821
45.471904,9.189661,45.467268,9.151286,3.036400,2020,07,06,10,03,19,26,0,19,48,14,15,18,936,821
45.476784,9.188905,45.443925,9.171400,3.900305,2020,07,06,10,03,19,23,0,24,62,20,23,23,936,821
45.478813,9.163216,45.443743,9.194641,4.605611,2020,07,06,10,03,19,41,0,25,73,17,20,22,936,821
45.478521,9.164654,45.499242,9.146020,2.723600,2020,07,06,10,03,19,26,0,16,42,11,11,13,936,816
45.492343,9.174534,45.452023,9.195903,4.782776,2020,07,06,10,03,19,30,0,30,74,21,61,61,936,816
45.487497,9.146495,45.450694,9.203983,6.069606,2020,07,06,10,03,19,39,0,36,96,21,30,31,936,816
45.491179,9.150988,45.476431,9.172084,2.322416,2020,07,06,10,03,19,17,0,14,33,8,17,18,936,816
45.445563,9.180035,45.493037,9.210439,5.786572,2020,07,06,10,14,20,51,0,31,88,24,26,35,936,815
45.498750,9.150352,45.460263,9.156178,4.303390,2020,07,06,10,14,20,45,0,23,72,15,20,30,936,815
45.473669,9.151304,45.492968,9.156621,2.185514,2020,07,06,10,14,20,14,0,12,37,6,10,9,936,815
45.484678,9.184986,45.463580,9.179634,2.382703,2020,07,06,10,14,20,24,0,18,39,14,23,24,936,815
45.493915,9.208369,45.496043,9.165436,3.354585,2020,07,06,10,14,20,31,0,22,68,13,14,23,936,816
45.491058,9.163562,45.437391,9.165766,5.969686,2020,07,06,10,14,20,37,0,33,100,21,22,27,936,816
45.505180,9.166158,45.449952,9.151169,6.250985,2020,07,06,10,14,20,53,0,35,104,17,25,20,936,816
45.458874,9.189585,45.499584,9.227622,5.411415,2020,07,06,10,14,20,34,0,29,89,21,24,33,936,816
45.461109,9.164082,45.480265,9.151128,2.357316,2020,07,06,10,14,20,23,0,14,39,11,15,12,936,813
45.450633,9.193665,45.476214,9.195672,2.848644,2020,07,06,10,14,20,22,0,18,45,13,15,18,936,813
45.473607,9.206289,45.461714,9.160842,3.782572,2020,07,06,10,24,20,28,0,25,60,21,25,24,936,813
45.471689,9.173815,45.451244,9.181918,2.359469,2020,07,06,10,24,20,33,0,15,38,15,18,18,936,813
45.461591,9.192197,45.483084,9.161595,3.377072,2020,07,06,10,24,20,30,0,20,53,17,19,23,936,815
45.475731,9.185718,45.476843,9.150590,2.741601,2020,07,06,10,24,20,33,0,21,46,13,15,19,936,815
45.455070,9.193510,45.502052,9.166636,5.628414,2020,07,06,10,24,20,44,0,34,89,25,27,26,936,815
45.504588,9.227109,45.476628,9.181171,4.742001,2020,07,06,10,24,20,43,0,25,74,19,19,21,936,815
45.443159,9.147510,45.446632,9.185207,2.965990,2020,07,06,10,24,20,27,0,14,45,0,2,14,936,817
45.481863,9.147587,45.492174,9.207162,4.783401,2020,07,06,10,24,20,30,0,27,82,0,6,1,936,817
45.470667,9.170164,45.493857,9.170589,2.578699,2020,07,06,10,24,20,33,0,22,57,12,17,19,936,817
45.459736,9.172120,45.489910,9.219954,5.016554,2020,07,06,10,24,20,32,0,29,79,23,26,25,936,817
45.467856,9.179175,45.451727,9.191447,2.032785,2020,07,06,10,34,20,31,0,15,34,10,11,14,936,819
45.448441,9.171219,45.460180,9.204059,2.874817,2020,07,06,10,34,20,37,0,20,44,14,17,19,936,819
