Lat,Lon,Elat,Elon,Distance,Year,Month,Day,Hour,Minute,Second,Public,Public2,Bike,Foot,Car,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.466963,9.186278,45.501191,9.219091,4.585551,2020,03,02,18,59,38,92,160,27,72,19,49,32,0,0
45.452363,9.158891,45.462390,9.212326,4.314096,2020,03,02,18,59,38,48,37,23,65,27,29,30,0,0
45.441348,9.147549,45.450992,9.208614,4.882776,2020,03,02,18,59,38,38,53,26,76,19,23,27,0,0
45.502726,9.211010,45.442420,9.219716,6.739671,2020,03,02,18,59,38,34,40,33,111,23,27,26,0,0
45.450821,9.190531,45.502421,9.202944,5.818434,2020,03,02,18,59,38,40,45,35,91,25,29,32,0,0
45.475634,9.229522,45.452373,9.191474,3.936136,2020,03,02,18,59,38,35,35,24,66,17,20,25,0,0
45.465529,9.205183,45.465677,9.167756,2.918656,2020,03,02,18,59,38,23,30,19,42,15,31,53,0,0
45.488889,9.147568,45.462209,9.176066,3.706384,2020,03,02,18,59,38,52,11,22,59,19,23,22,0,0
45.495076,9.165920,45.465067,9.176545,3.437969,2020,03,02,18,59,38,30,31,20,55,14,16,22,0,0
45.447979,9.212579,45.504456,9.171553,7.047375,2020,03,02,19,09,38,47,44,40,115,32,36,35,0,0
45.476436,9.182810,45.443962,9.211152,4.233599,2020,03,02,19,09,38,37,33,28,66,24,42,34,0,0
45.487787,9.188862,45.470408,9.180207,2.046788,2020,03,02,19,09,38,63,9,16,35,15,26,25,0,0
45.483293,9.170776,45.474217,9.195845,2.199616,2020,03,02,19,09,38,28,27,14,36,20,12,19,0,0
45.486197,9.203906,45.480491,9.163037,3.248575,2020,03,02,19,09,38,177,185,22,52,18,36,36,0,0
45.462997,9.182011,45.481022,9.166750,2.330824,2020,03,02,19,09,38,34,34,15,38,10,19,18,0,0
45.444687,9.178646,45.471438,9.190744,3.120501,2020,03,02,19,09,38,35,31,21,48,20,27,25,0,0
45.453815,9.204915,45.478326,9.198621,2.769210,2020,03,02,19,09,38,16,16,14,44,10,17,20,0,0
45.450991,9.169377,45.467293,9.186169,2.236214,2020,03,02,19,09,38,45,12,17,38,44,28,35,0,0
45.466367,9.184566,45.459244,9.214508,2.465696,2020,03,02,19,09,38,34,29,17,36,18,35,27,0,0
45.460878,9.206094,45.438753,9.204232,2.464353,2020,03,02,19,19,38,32,31,16,48,13,18,27,0,0
45.466027,9.174900,45.492556,9.223482,4.800700,2020,03,02,19,19,38,7,37,32,79,22,41,34,0,0
45.462109,9.189522,45.488146,9.188036,2.897360,2020,03,02,19,19,38,30,41,21,47,17,35,21,0,0
45.471584,9.174478,45.452605,9.182833,2.208569,2020,03,02,19,19,38,72,72,13,36,14,40,32,0,0
45.461799,9.166814,45.481778,9.174809,2.307268,2020,03,02,19,19,38,78,62,16,37,15,22,26,0,0
45.463455,9.170171,45.478085,9.208330,3.391060,2020,03,02,19,19,38,11,28,23,55,16,38,25,0,0
45.473275,9.216884,45.463999,9.176449,3.317414,2020,03,02,19,19,38,38,36,21,52,20,23,31,0,0
45.437469,9.158050,45.458978,9.170391,2.578054,2020,03,02,19,19,38,8,8,17,43,13,14,19,0,0
45.490782,9.168989,45.467717,9.183262,2.795593,2020,03,02,19,19,38,29,26,17,44,12,13,16,0,0
45.455203,9.174462,45.470420,9.198448,2.522250,2020,03,02,19,19,38,7,16,17,39,21,17,16,0,0
45.439383,9.163051,45.461347,9.177500,2.689692,2020,03,02,19,29,38,25,25,19,44,12,19,21,0,0
45.501628,9.179315,45.477722,9.171309,2.730371,2020,03,02,19,29,38,48,43,17,48,15,17,19,0,0
45.456884,9.182792,45.477692,9.184650,2.318165,2020,03,02,19,29,38,22,26,19,37,12,23,24,0,0
45.452912,9.229571,45.471353,9.186562,3.931205,2020,03,02,19,29,38,50,46,24,62,17,19,24,0,0
45.505800,9.225393,45.479835,9.167579,5.351745,2020,03,02,19,29,38,38,31,27,83,20,27,34,0,0
45.465135,9.187119,45.471058,9.211909,2.042179,2020,03,02,19,29,38,18,5,14,31,10,33,20,0,0
45.458198,9.206361,45.472251,9.172130,3.093096,2020,03,02,19,29,38,19,28,20,50,16,17,32,0,0
45.492640,9.149092,45.465575,9.166186,3.291237,2020,03,02,19,29,38,23,25,19,52,14,14,16,0,0
45.497765,9.157173,45.467217,9.196853,4.594125,2020,03,02,19,29,38,36,42,28,71,23,24,36,0,0
45.478562,9.204951,45.479867,9.169005,2.806196,2020,03,02,19,29,38,39,40,15,42,13,19,31,0,0
45.465980,9.215431,45.481108,9.174217,3.627091,2020,03,02,19,39,39,46,44,20,60,16,21,32,0,0
45.481071,9.150406,45.463755,9.186193,3.390169,2020,03,02,19,39,39,24,24,19,55,16,17,16,0,0
45.475628,9.190345,45.468409,9.160198,2.483906,2020,03,02,19,39,39,26,26,16,40,12,30,24,0,0
45.491075,9.187155,45.449254,9.147747,5.573635,2020,03,02,19,39,39,94,114,29,89,22,30,23,0,0
45.492602,9.166880,45.485163,9.202930,2.929274,2020,03,02,19,39,39,21,21,21,51,14,16,40,0,0
45.474129,9.227242,45.495381,9.162353,5.583130,2020,03,02,19,39,39,81,81,29,88,20,23,24,0,0
45.437271,9.193998,45.466013,9.204416,3.297506,2020,03,02,19,39,39,108,111,19,57,14,14,15,0,0
45.483787,9.160765,45.467984,9.195867,3.252322,2020,03,02,19,39,39,66,69,21,52,15,18,20,0,0
45.500635,9.202409,45.477881,9.165301,3.842864,2020,03,02,19,39,39,33,33,23,65,16,17,22,0,0
45.487185,9.177972,45.453282,9.199659,4.131582,2020,03,02,19,39,39,22,18,25,63,22,28,40,0,0
45.459201,9.227040,45.486632,9.181120,4.703436,2020,03,02,19,49,38,44,22,24,78,18,27,28,0,0
45.440574,9.226543,45.457708,9.187734,3.576845,2020,03,02,19,49,38,23,20,19,53,15,17,17,0,0
45.468362,9.198806,45.458655,9.175523,2.112279,2020,03,02,19,49,38,27,23,16,33,18,28,37,0,0
45.477788,9.160423,45.467028,9.199088,3.243503,2020,03,02,19,49,38,18,22,23,52,18,24,30,0,0
45.458171,9.188802,45.473190,9.203209,2.012698,2020,03,02,19,49,38,18,18,15,33,9,24,16,0,0
45.464935,9.172840,45.447631,9.219394,4.109214,2020,03,02,19,49,38,41,41,24,62,18,34,25,0,0
45.476074,9.173115,45.487949,9.203620,2.720091,2020,03,02,19,49,38,36,37,16,45,11,13,18,0,0
45.466182,9.190225,45.489914,9.173037,2.959516,2020,03,02,19,49,38,29,26,19,50,17,32,28,0,0
45.465926,9.161854,45.441961,9.208287,4.496312,2020,03,02,19,49,38,38,40,23,73,18,21,28,0,0
45.440595,9.213027,45.498596,9.153786,7.932814,2020,03,02,19,49,38,46,56,43,121,29,45,41,0,0
45.451723,9.163160,45.476544,9.165220,2.764508,2020,03,02,19,59,38,23,17,14,42,8,28,15,0,0
45.499735,9.188660,45.489980,9.213695,2.232455,2020,03,02,19,59,38,27,27,15,38,9,17,14,0,0
45.441569,9.219847,45.465869,9.182361,3.981088,2020,03,02,19,59,38,0,0,24,58,19,28,36,0,0
45.479774,9.204381,45.447146,9.179388,4.118308,2020,03,02,19,59,38,24,24,24,63,18,29,32,0,0
45.489978,9.162578,45.441248,9.212183,6.657410,2020,03,02,19,59,38,62,48,38,102,25,29,32,0,0
45.466687,9.171083,45.506352,9.222204,5.944017,2020,03,02,19,59,38,8,8,33,91,25,37,41,0,0
45.482031,9.161907,45.471776,9.201958,3.324281,2020,03,02,19,59,38,145,147,20,52,13,18,20,0,0
45.469801,9.153136,45.486978,9.220675,5.601266,2020,03,02,19,59,38,37,30,33,90,20,25,27,0,0
45.453282,9.179364,45.491356,9.168038,4.324562,2020,03,02,19,59,38,44,40,25,70,15,28,29,0,0
45.464811,9.168140,45.460144,9.205712,2.975676,2020,03,02,19,59,38,42,32,20,45,16,26,27,0,0
45.453928,9.200550,45.455225,9.170292,2.364425,2020,03,02,20,09,39,89,87,14,35,9,17,16,0,0
45.491190,9.187778,45.478112,9.168861,2.071034,2020,03,02,20,09,39,163,158,12,34,8,12,12,0,0
45.475966,9.146428,45.441163,9.171797,4.346206,2020,03,02,20,09,39,30,30,22,68,13,17,23,0,0
45.450064,9.152354,45.464468,9.199293,3.995911,2020,03,02,20,09,39,41,45,24,61,17,26,23,0,0
45.491459,9.207932,45.465665,9.163581,4.492399,2020,03,02,20,09,39,34,28,28,73,19,30,26,0,0
45.458512,9.211549,45.473011,9.195607,2.035798,2020,03,02,20,09,39,0,0,12,33,7,12,20,0,0
45.488520,9.204474,45.458066,9.166484,4.498913,2020,03,02,20,09,39,38,49,27,72,20,26,27,0,0
45.474125,9.222193,45.502023,9.153290,6.202414,2020,03,02,20,09,39,53,34,33,95,21,26,33,0,0
45.457478,9.208642,45.498666,9.222232,4.700643,2020,03,02,20,09,39,34,44,24,78,16,17,25,0,0
45.445004,9.165563,45.490720,9.216477,6.449861,2020,03,02,20,09,39,35,35,38,99,24,28,36,0,0
45.488665,9.196574,45.469022,9.181863,2.466920,2020,03,02,20,19,38,8,8,15,39,13,18,17,0,0
45.442591,9.225844,45.481291,9.198921,4.787961,2020,03,02,20,19,38,27,27,24,76,17,19,19,0,0
45.490255,9.206614,45.459678,9.170077,4.435563,2020,03,02,20,19,38,20,20,26,71,20,23,26,0,0
45.489056,9.211440,45.464880,9.199630,2.841445,2020,03,02,20,19,38,22,22,17,43,12,14,26,0,0
45.450433,9.162634,45.467282,9.194981,3.142308,2020,03,02,20,19,38,26,35,21,48,15,34,31,0,0
45.504592,9.178415,45.466187,9.169336,4.328489,2020,03,02,20,19,38,46,60,27,71,18,24,18,0,0
45.495371,9.228671,45.447098,9.206497,5.639057,2020,03,02,20,19,38,49,43,26,85,16,19,24,0,0
45.501059,9.224730,45.486593,9.206433,2.149643,2020,03,02,20,19,38,22,52,20,38,9,10,18,0,0
45.483467,9.208603,45.463862,9.214663,2.230492,2020,03,02,20,19,38,22,19,11,33,9,14,20,0,0
45.482396,9.195863,45.468747,9.222520,2.573493,2020,03,02,20,19,38,119,90,13,37,11,25,17,0,0
45.480773,9.159373,45.456048,9.178602,3.131482,2020,03,02,20,29,38,30,35,18,48,12,17,20,0,0
45.499486,9.179892,45.475736,9.176921,2.650888,2020,03,02,20,29,38,92,69,16,42,11,12,19,0,0
45.451327,9.162231,45.467180,9.186902,2.609447,2020,03,02,20,29,38,43,21,19,41,13,33,32,0,0
45.471727,9.152579,45.459150,9.174780,2.225513,2020,03,02,20,29,38,29,35,15,34,9,11,18,0,0
45.479813,9.175003,45.463298,9.159414,2.202154,2020,03,02,20,29,38,26,44,12,35,9,12,13,0,0
45.453111,9.225073,45.481471,9.173486,5.111330,2020,03,02,20,29,38,9,59,27,81,20,21,21,0,0
45.486410,9.156034,45.457274,9.175925,3.591741,2020,03,02,20,29,38,23,21,20,57,13,14,14,0,0
45.504199,9.182954,45.466730,9.170972,4.269584,2020,03,02,20,29,38,27,28,25,68,17,30,21,0,0
45.453679,9.164696,45.478394,9.189369,3.354644,2020,03,02,20,29,38,34,36,24,52,16,25,18,0,0
45.443414,9.193769,45.466379,9.189614,2.573951,2020,03,02,20,29,38,30,39,17,40,15,17,17,0,0
45.467680,9.230376,45.464527,9.176914,4.183719,2020,03,02,20,39,39,32,35,25,61,18,24,23,0,0
45.491847,9.173239,45.462457,9.189054,3.492745,2020,03,02,20,39,39,24,24,23,55,20,22,21,0,0
45.447106,9.218137,45.486572,9.198394,4.650440,2020,03,02,20,39,39,36,42,25,79,18,19,21,0,0
45.491819,9.189415,45.494034,9.154941,2.698291,2020,03,02,20,39,39,33,15,15,46,11,13,16,0,0
45.483799,9.227203,45.441856,9.163905,6.790916,2020,03,02,20,39,39,35,40,39,110,22,24,25,0,0
45.465901,9.193246,45.474447,9.221724,2.415343,2020,03,02,20,39,39,29,34,14,38,10,28,28,0,0
45.458660,9.174844,45.465664,9.200910,2.176858,2020,03,02,20,39,39,30,17,13,34,6,15,21,0,0
45.468503,9.200072,45.494263,9.176516,3.402398,2020,03,02,20,39,39,40,24,19,56,0,30,25,0,0
45.461738,9.174405,45.484610,9.211225,3.835297,2020,03,02,20,39,39,65,65,25,60,17,21,28,0,0
45.474027,9.161284,45.484155,9.202385,3.396469,2020,03,02,20,39,39,25,21,21,53,14,19,26,0,0
45.478415,9.203632,45.483114,9.148712,4.313348,2020,03,02,20,49,38,33,25,22,69,12,15,30,0,0
45.461205,9.198315,45.489172,9.152031,4.763655,2020,03,02,20,49,38,36,30,29,76,19,34,37,0,0
45.460960,9.171345,45.472364,9.218412,3.883144,2020,03,02,20,49,38,42,40,25,64,16,26,26,0,0
45.480558,9.182725,45.450571,9.149745,4.210875,2020,03,02,20,49,38,213,213,24,65,18,26,23,0,0
45.471163,9.199535,45.464385,9.153883,3.638770,2020,03,02,20,49,38,25,54,22,58,14,28,30,0,0
45.473185,9.206292,45.480285,9.176282,2.469352,2020,03,02,20,49,38,33,33,13,38,8,15,28,0,0
45.481491,9.168406,45.491341,9.229981,4.923296,2020,03,02,20,49,38,35,35,29,80,17,20,22,0,0
45.476448,9.164127,45.450255,9.171931,2.975297,2020,03,02,20,49,38,66,89,19,47,12,21,20,0,0
45.458826,9.202519,45.502628,9.146456,6.543934,2020,03,02,20,49,38,35,62,35,105,21,28,30,0,0
45.470863,9.178749,45.480632,9.217204,3.188929,2020,03,02,20,49,38,27,28,21,52,13,19,22,0,0
45.466393,9.178661,45.498472,9.223511,4.994736,2020,03,02,20,59,39,28,43,30,79,18,29,22,0,0
45.460181,9.180047,45.452223,9.152128,2.350441,2020,03,02,20,59,39,28,28,13,34,8,13,16,0,0
45.459139,9.198557,45.491440,9.153387,5.030139,2020,03,02,20,59,39,154,169,29,78,18,31,30,0,0
45.457298,9.160689,45.445196,9.225390,5.223070,2020,03,02,20,59,39,46,46,27,80,17,23,21,0,0
45.475422,9.173758,45.458640,9.225353,4.435000,2020,03,02,20,59,39,32,18,28,68,17,22,24,0,0
45.480064,9.179803,45.473134,9.219501,3.189576,2020,03,02,20,59,39,31,15,17,50,13,19,31,0,0
45.479096,9.193277,45.454081,9.212971,3.177219,2020,03,02,20,59,39,30,30,16,52,10,13,32,0,0
45.461684,9.172033,45.502968,9.202002,5.150705,2020,03,02,20,59,39,24,24,32,79,20,28,26,0,0
45.464440,9.168947,45.487297,9.219762,4.706984,2020,03,02,20,59,39,29,30,31,76,15,20,26,0,0
45.459252,9.179198,45.476238,9.206503,2.846148,2020,03,02,20,59,39,28,30,19,44,14,17,18,0,0
45.450690,9.179422,45.462273,9.223978,3.706081,2020,03,02,21,09,38,39,51,20,63,14,20,20,0,0
45.461456,9.171731,45.494534,9.229763,5.830742,2020,03,02,21,09,38,42,42,33,93,22,33,30,0,0
45.467348,9.191550,45.451532,9.149202,3.741728,2020,03,02,21,09,38,55,85,21,56,17,26,34,0,0
45.463751,9.168254,45.437536,9.186041,3.228189,2020,03,02,21,09,38,48,48,20,52,11,20,23,0,0
45.458733,9.160682,45.495475,9.150663,4.159336,2020,03,02,21,09,38,41,41,22,67,13,18,22,0,0
45.468230,9.189021,45.482190,9.165122,2.425171,2020,03,02,21,09,38,29,30,15,37,13,19,31,0,0
45.471497,9.194961,45.444820,9.191841,2.976169,2020,03,02,21,09,38,40,41,24,49,15,23,27,0,0
45.472174,9.165666,45.464248,9.200274,2.838910,2020,03,02,21,09,38,0,0,20,44,12,22,14,0,0
45.463600,9.189859,45.494550,9.223117,4.308796,2020,03,02,21,09,38,5,28,25,67,19,36,34,0,0
45.450742,9.201307,45.445922,9.229649,2.274857,2020,03,02,21,09,38,22,23,14,35,7,10,18,0,0
45.471075,9.176144,45.493442,9.226663,4.657883,2020,03,02,21,19,38,38,44,27,74,17,22,28,0,0
45.459157,9.188055,45.455707,9.159493,2.260415,2020,03,02,21,19,38,41,29,16,36,9,17,20,0,0
45.471759,9.154240,45.505869,9.187527,4.595308,2020,03,02,21,19,38,49,41,27,79,13,16,30,0,0
45.460063,9.209058,45.445074,9.169897,3.479628,2020,03,02,21,19,38,38,30,21,57,12,21,18,0,0
45.497962,9.157909,45.451294,9.166107,5.228215,2020,03,02,21,19,38,45,65,27,84,17,19,20,0,0
45.463188,9.178065,45.438729,9.160031,3.061846,2020,03,02,21,19,38,29,32,22,52,14,29,20,0,0
45.466969,9.153277,45.466135,9.221144,5.293087,2020,03,02,21,19,38,37,35,30,78,19,23,22,0,0
45.491417,9.199885,45.504094,9.167709,2.876696,2020,03,02,21,19,38,31,25,16,48,9,13,18,0,0
45.494612,9.227108,45.454958,9.229506,4.413074,2020,03,02,21,19,38,101,109,22,69,14,16,19,0,0
45.490459,9.224018,45.486485,9.148920,5.870524,2020,03,02,21,19,38,55,71,35,99,0,2,4,0,0
45.493221,9.160973,45.448671,9.219880,6.755349,2020,03,02,21,29,38,52,53,35,105,22,27,24,0,0
45.472130,9.170099,45.466446,9.209119,3.107580,2020,03,02,21,29,38,45,43,26,55,14,24,15,0,0
45.488550,9.168652,45.462335,9.187154,3.252267,2020,03,02,21,29,38,34,30,21,50,17,20,17,0,0
45.480350,9.219791,45.445073,9.199785,4.221332,2020,03,02,21,29,38,43,44,24,69,14,20,23,0,0
45.462832,9.190022,45.442556,9.164986,2.982627,2020,03,02,21,29,38,177,214,19,49,11,30,22,0,0
45.493390,9.178965,45.446670,9.158280,5.439413,2020,03,02,21,29,38,54,31,33,92,15,24,16,0,0
45.453541,9.187304,45.466074,9.213650,2.482696,2020,03,02,21,29,38,25,34,14,38,9,14,13,0,0
45.469014,9.147354,45.500308,9.183644,4.484480,2020,03,02,21,29,38,47,38,26,75,13,14,17,0,0
45.466844,9.197903,45.488562,9.160321,3.796924,2020,03,02,21,29,38,41,41,22,60,11,28,28,0,0
45.482181,9.188794,45.494964,9.159258,2.705711,2020,03,02,21,29,38,32,31,14,45,8,18,15,0,0
45.505207,9.162413,45.505648,9.214821,4.084255,2020,03,02,21,39,40,38,25,26,70,19,22,22,0,0
45.458039,9.200004,45.457385,9.154245,3.569591,2020,03,02,21,39,40,43,38,22,57,15,23,24,0,0
45.457327,9.147086,45.452712,9.206479,4.660753,2020,03,02,21,39,40,234,274,25,72,16,17,22,0,0
45.487096,9.198228,45.462777,9.208957,2.830458,2020,03,02,21,39,40,38,28,16,46,10,19,27,0,0
45.458909,9.187125,45.487606,9.201806,3.389921,2020,03,02,21,39,40,22,22,23,53,14,19,25,0,0
45.468789,9.179464,45.460304,9.222226,3.465592,2020,03,02,21,39,40,37,31,23,54,14,23,23,0,0
45.454333,9.195604,45.484735,9.195977,3.380511,2020,03,02,21,39,40,26,26,20,55,15,16,16,0,0
45.477132,9.176831,45.461211,9.194221,2.229921,2020,03,02,21,39,40,27,27,20,37,18,21,27,0,0
45.450954,9.199000,45.482506,9.229014,4.217312,2020,03,02,21,39,40,32,38,22,68,16,18,21,0,0
45.473701,9.197893,45.444830,9.194571,3.220592,2020,03,02,21,39,40,55,49,22,51,10,23,19,0,0
45.494851,9.183692,45.451727,9.181425,4.798196,2020,03,02,21,49,38,45,45,29,73,20,22,0,0,0
45.448507,9.220504,45.486172,9.167576,5.879910,2020,03,02,21,49,38,88,51,32,90,21,23,22,0,0
45.452748,9.158034,45.469334,9.223201,5.406482,2020,03,02,21,49,38,71,64,30,81,21,29,25,0,0
45.490372,9.177101,45.444177,9.154544,5.429238,2020,03,02,21,49,38,40,43,31,85,17,32,35,0,0
45.443034,9.184289,45.465704,9.211815,3.311062,2020,03,02,21,49,38,42,45,18,53,13,13,15,0,0
45.463549,9.221638,45.444450,9.192952,3.084774,2020,03,02,21,49,38,48,60,19,51,12,15,15,0,0
45.445762,9.172605,45.502723,9.160272,6.406052,2020,03,02,21,49,38,38,44,40,106,21,25,24,0,0
45.459374,9.188559,45.444418,9.168602,2.277845,2020,03,02,21,49,38,22,16,14,39,10,19,18,0,0
45.471012,9.204825,45.453731,9.157460,4.163676,2020,03,02,21,49,38,38,38,24,62,14,22,21,0,0
45.443372,9.226708,45.454666,9.193112,2.905975,2020,03,02,21,49,38,22,22,17,47,10,12,12,0,0
45.457857,9.197314,45.484057,9.176308,3.342055,2020,03,02,21,59,38,31,32,21,54,12,31,26,0,0
45.454578,9.199278,45.437735,9.158283,3.705960,2020,03,02,21,59,38,42,44,22,64,13,17,19,0,0
45.499726,9.178815,45.481883,9.166485,2.204485,2020,03,02,21,59,38,28,29,16,46,9,10,13,0,0
45.451799,9.179230,45.488196,9.213898,4.866774,2020,03,02,21,59,38,37,37,27,73,18,23,23,0,0
45.475906,9.153999,45.467326,9.177641,2.075668,2020,03,02,21,59,38,33,64,12,32,8,13,31,0,0
45.461534,9.209348,45.463192,9.181086,2.211733,2020,03,02,21,59,38,27,30,15,35,14,19,22,0,0
45.463797,9.228125,45.465616,9.195226,2.573511,2020,03,02,21,59,38,31,26,15,41,11,13,12,0,0
45.495081,9.176108,45.479868,9.203226,2.707351,2020,03,02,21,59,38,35,21,16,46,12,17,14,0,0
45.460030,9.202361,45.460496,9.168718,2.624288,2020,03,02,21,59,38,22,40,18,41,11,20,21,0,0
45.453426,9.230413,45.472501,9.165165,5.512702,2020,03,02,21,59,38,46,55,30,83,20,23,27,0,0
45.476282,9.179043,45.478738,9.213993,2.738524,2020,03,02,22,09,38,27,29,16,44,10,14,25,0,0
45.479800,9.179979,45.462065,9.211028,3.122482,2020,03,02,22,09,38,55,21,18,51,10,16,21,0,0
45.473280,9.204723,45.456414,9.195186,2.017413,2020,03,02,22,09,38,18,18,14,33,7,21,11,0,0
45.452720,9.193189,45.442178,9.160388,2.814403,2020,03,02,22,09,38,27,29,17,44,9,14,13,0,0
45.464254,9.170173,45.440121,9.203360,3.728414,2020,03,02,22,09,38,31,40,22,63,13,20,22,0,0
45.454638,9.205319,45.437469,9.160284,3.998284,2020,03,02,22,09,38,48,58,22,66,0,14,21,0,0
45.466538,9.175566,45.482921,9.193187,2.281636,2020,03,02,22,09,38,23,23,16,35,11,26,25,0,0
45.456393,9.174501,45.489172,9.227868,5.531591,2020,03,02,22,09,38,42,48,29,87,17,21,19,0,0
45.479115,9.160901,45.445104,9.183992,4.188535,2020,03,02,22,09,38,45,43,25,67,14,16,23,0,0
45.468324,9.160581,45.493911,9.181932,3.296165,2020,03,02,22,09,38,29,32,19,52,13,15,27,0,0
45.499797,9.213286,45.479945,9.159807,4.716918,2020,03,02,22,33,38,39,70,26,77,16,17,17,0,0
45.482690,9.207488,45.460170,9.177369,3.432975,2020,03,02,22,33,38,24,24,23,51,15,23,28,0,0
45.485664,9.195561,45.481058,9.166562,2.317955,2020,03,02,22,33,38,24,22,13,38,6,12,25,0,0
45.439754,9.205591,45.454267,9.168342,3.323707,2020,03,02,22,33,38,45,52,20,57,12,22,22,0,0
45.476220,9.197023,45.458752,9.176237,2.529740,2020,03,02,22,33,38,26,25,20,39,11,21,21,0,0
45.502471,9.162845,45.460269,9.202082,5.601401,2020,03,02,22,33,38,63,52,34,93,19,21,21,0,0
45.453313,9.170109,45.470882,9.205597,3.387565,2020,03,02,22,33,38,24,24,20,51,10,22,15,0,0
45.440379,9.213671,45.469871,9.210868,3.286483,2020,03,02,22,33,38,34,39,19,54,10,10,11,0,0
45.459334,9.219328,45.484008,9.222825,2.757009,2020,03,02,22,33,38,51,21,15,45,8,14,15,0,0
45.497911,9.176128,45.442992,9.214215,6.790303,2020,03,02,22,33,38,52,39,39,109,23,26,25,0,0
45.505038,9.175709,45.476047,9.181232,3.252117,2020,03,02,22,43,41,70,102,17,51,10,10,11,0,0
45.474297,9.215369,45.480110,9.163937,4.061671,2020,03,02,22,43,41,29,24,23,64,15,19,27,0,0
45.500002,9.178919,45.461879,9.162005,4.439241,2020,03,02,22,43,41,40,49,25,74,17,19,21,0,0
45.475113,9.158478,45.479221,9.198846,3.180280,2020,03,02,22,43,41,29,28,19,51,11,15,26,0,0
45.506181,9.221983,45.451454,9.171001,7.268181,2020,03,02,22,43,41,32,32,40,109,23,24,28,0,0
45.472720,9.164126,45.453268,9.202622,3.700085,2020,03,02,22,43,41,36,33,23,59,10,20,21,0,0
45.468949,9.175825,45.449279,9.182423,2.246819,2020,03,02,22,43,41,29,29,15,36,9,20,20,0,0
45.477563,9.199260,45.447804,9.204761,3.336585,2020,03,02,22,43,41,16,24,17,53,11,26,15,0,0
45.470067,9.171860,45.440560,9.217559,4.844430,2020,03,02,22,43,41,31,31,28,77,16,25,35,0,0
45.452140,9.172043,45.480161,9.154080,3.416047,2020,03,02,22,43,41,41,43,24,61,12,19,20,0,0
45.482022,9.171239,45.473000,9.201084,2.533892,2020,03,02,22,53,38,26,26,18,41,9,12,14,0,0
45.449669,9.163825,45.473419,9.218446,5.011872,2020,03,02,22,53,38,28,35,29,79,15,39,35,0,0
45.469220,9.197662,45.441353,9.183388,3.292459,2020,03,02,22,53,38,38,37,22,51,16,27,26,0,0
45.501287,9.166191,45.444530,9.167170,6.311248,2020,03,02,22,53,38,59,39,37,108,17,20,20,0,0
45.471785,9.154926,45.444619,9.185362,3.841690,2020,03,02,22,53,38,33,44,22,59,14,20,31,0,0
45.479437,9.168334,45.449742,9.212185,4.753477,2020,03,02,22,53,38,16,40,29,74,16,16,22,0,0
45.493888,9.158553,45.459651,9.212323,5.662728,2020,03,02,22,53,38,51,54,29,87,17,19,20,0,0
45.473569,9.170287,45.461867,9.191780,2.121771,2020,03,02,22,53,38,25,26,16,33,12,18,17,0,0
45.455565,9.177507,45.479494,9.171004,2.708548,2020,03,02,22,53,38,30,48,16,46,10,11,13,0,0
45.469087,9.186257,45.480738,9.165587,2.067735,2020,03,02,22,53,38,25,16,13,35,10,20,31,0,0
45.461708,9.191375,45.447605,9.157542,3.069613,2020,03,02,23,03,38,0,0,21,48,13,20,28,0,0
45.442952,9.160100,45.466936,9.224303,5.673410,2020,03,02,23,03,38,42,46,30,86,16,23,24,0,0
45.501983,9.202283,45.467776,9.191126,3.901637,2020,03,02,23,03,38,77,97,24,59,13,14,20,0,0
45.469166,9.208855,45.498148,9.207612,3.223953,2020,03,02,23,03,38,72,66,20,56,11,18,20,0,0
45.500075,9.204461,45.485573,9.165041,3.469954,2020,03,02,23,03,38,137,137,22,61,12,15,19,0,0
45.484828,9.152133,45.452718,9.163634,3.681209,2020,03,02,23,03,38,61,46,19,58,12,17,18,0,0
45.458245,9.185256,45.492807,9.204175,4.116306,2020,03,02,23,03,38,35,46,26,64,18,30,31,0,0
45.437921,9.225444,45.492325,9.179494,7.030802,2020,03,02,23,03,38,34,43,36,112,20,25,23,0,0
45.502712,9.229694,45.490293,9.151871,6.220618,2020,03,02,23,03,38,43,50,33,106,18,26,21,0,0
45.484321,9.156364,45.496174,9.220030,5.134615,2020,03,02,23,03,38,36,35,30,87,16,17,21,0,0
45.465035,9.169239,45.437726,9.220416,5.015490,2020,03,02,23,13,39,38,42,29,79,16,21,27,0,0
45.463520,9.201701,45.438066,9.152023,4.798499,2020,03,02,23,13,39,42,63,30,72,18,22,28,0,0
45.457305,9.178402,45.439323,9.171310,2.074534,2020,03,02,23,13,39,0,0,15,35,12,19,17,0,0
45.477045,9.178615,45.489191,9.225511,3.897349,2020,03,02,23,13,39,137,133,21,62,13,19,21,0,0
45.477914,9.203582,45.455875,9.222435,2.857678,2020,03,02,23,13,39,19,43,14,48,8,21,15,0,0
45.498745,9.221025,45.448582,9.215389,5.594887,2020,03,02,23,13,39,38,48,29,87,19,21,22,0,0
45.483145,9.185499,45.501961,9.208373,2.748776,2020,03,02,23,13,39,26,16,16,46,9,13,28,0,0
45.473275,9.228105,45.478126,9.198900,2.340051,2020,03,02,23,13,39,22,25,14,36,9,10,13,0,0
45.474982,9.168655,45.492631,9.159982,2.075593,2020,03,02,23,13,39,47,34,11,34,7,9,8,0,0
