Lat,Lon,Elat,Elon,Distance,Year,Month,Day,Hour,Minute,Public,Public2,Car,Bike,Foot,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.480378,9.214603,45.468530,9.178611,3.100097,2020,05,31,00,00,01,19,0,19,48,12,1,6,936,809
45.440787,9.195817,45.468962,9.189267,3.174148,2020,05,31,00,00,01,42,0,21,53,0,6,13,936,809
45.505049,9.152282,45.466620,9.198111,5.569619,2020,05,31,00,00,01,35,0,32,87,20,32,10,936,811
45.505411,9.230300,45.473457,9.195950,4.448890,2020,05,31,00,00,01,34,0,27,69,15,18,15,936,811
45.489095,9.185388,45.451353,9.185563,4.196539,2020,05,31,00,00,01,41,0,28,64,17,20,18,936,811
45.495728,9.186235,45.476652,9.178181,2.212021,2020,05,31,00,00,01,18,0,12,33,8,9,9,936,811
45.446239,9.182586,45.480295,9.180800,3.789233,2020,05,31,00,00,01,42,0,27,57,18,21,25,936,800
45.495409,9.195776,45.475188,9.192888,2.259608,2020,05,31,00,00,01,19,0,15,35,9,13,12,936,800
45.478108,9.174881,45.461484,9.188862,2.145956,2020,05,31,00,00,01,27,0,18,32,12,16,21,936,800
45.464931,9.181653,45.498601,9.156544,4.224617,2020,05,31,00,00,01,40,0,25,69,14,16,24,936,800
45.480793,9.189853,45.505937,9.151075,4.117228,2020,05,31,00,10,01,28,0,20,64,10,13,18,936,805
45.464842,9.203680,45.443716,9.159143,4.193415,2020,05,31,00,10,01,39,0,26,63,14,14,20,936,805
45.470246,9.167940,45.495780,9.206869,4.155789,2020,05,31,00,10,01,41,0,25,66,16,18,32,936,805
45.477500,9.166116,45.451370,9.178547,3.062842,2020,05,31,00,10,01,28,0,18,51,12,12,25,936,805
45.454805,9.199844,45.484414,9.227995,3.956908,2020,05,31,00,10,01,35,0,23,65,14,20,18,936,815
45.457436,9.179216,45.466486,9.149681,2.513543,2020,05,31,00,10,01,34,0,15,40,10,12,18,936,815
45.472078,9.161041,45.459841,9.204940,3.683772,2020,05,31,00,10,01,37,0,25,58,13,18,18,936,815
45.467904,9.161033,45.494776,9.204846,4.538072,2020,05,31,00,10,01,34,0,25,74,16,16,22,936,815
45.463750,9.205604,45.461079,9.170857,2.725999,2020,05,31,00,10,01,23,0,20,44,10,10,17,936,809
45.470487,9.200747,45.496966,9.173491,3.630830,2020,05,31,00,10,01,31,0,22,62,11,13,30,936,809
45.471370,9.195853,45.489434,9.214656,2.486573,2020,05,31,00,20,02,17,0,16,37,10,11,29,936,809
45.453348,9.183468,45.452349,9.230074,3.636920,2020,05,31,00,20,02,42,0,19,55,15,12,22,936,809
45.474026,9.163954,45.491086,9.220744,4.816491,2020,05,31,00,20,02,43,0,29,78,16,18,29,936,807
45.480920,9.177865,45.456072,9.225689,4.641136,2020,05,31,00,20,02,40,0,27,75,18,24,30,936,807
45.459681,9.201243,45.499391,9.166230,5.190993,2020,05,31,00,20,02,46,0,30,85,16,17,21,936,807
45.479348,9.198795,45.450119,9.185792,3.404475,2020,05,31,00,20,02,30,0,21,49,12,17,25,936,807
45.467428,9.165857,45.474278,9.220233,4.307789,2020,05,31,00,20,02,30,0,30,65,14,18,30,936,795
45.463909,9.191973,45.496116,9.188289,3.592582,2020,05,31,00,20,02,22,0,26,58,18,18,34,936,795
45.466463,9.163435,45.439486,9.160414,3.008802,2020,05,31,00,20,02,36,0,19,53,9,12,21,936,795
45.458194,9.165891,45.445781,9.187230,2.162250,2020,05,31,00,20,02,33,0,13,34,7,12,10,936,795
45.438298,9.218972,45.462667,9.183859,3.852709,2020,05,31,00,30,01,32,0,21,58,15,17,26,936,802
45.466857,9.181221,45.443731,9.182156,2.572404,2020,05,31,00,30,01,30,0,18,39,0,0,22,936,802
45.467510,9.162787,45.464306,9.227737,5.077378,2020,05,31,00,30,01,52,0,29,74,0,2,9,936,802
45.479136,9.198886,45.483238,9.150242,3.819608,2020,05,31,00,30,01,52,0,22,61,11,14,20,936,802
45.473677,9.188008,45.491984,9.197291,2.160363,2020,05,31,00,30,01,29,0,13,31,8,13,22,936,803
45.460023,9.175716,45.475862,9.151121,2.603809,2020,05,31,00,30,01,26,0,17,40,12,14,20,936,803
45.500576,9.170009,45.468470,9.204360,4.462586,2020,05,31,00,30,01,47,0,27,74,0,20,16,936,803
45.448233,9.207928,45.460551,9.151517,4.608131,2020,05,31,00,30,01,24,0,24,68,12,15,15,936,803
45.446219,9.216979,45.494033,9.179080,6.082548,2020,05,31,00,30,01,52,0,32,96,19,25,24,936,806
45.450957,9.185336,45.490173,9.188259,4.366363,2020,05,31,00,30,01,52,0,28,67,15,17,28,936,806
45.465971,9.205203,45.494859,9.169104,4.270547,2020,05,31,00,40,06,38,0,25,71,14,17,26,936,806
45.477407,9.205661,45.440713,9.209849,4.093043,2020,05,31,00,40,06,41,0,22,66,11,15,30,936,806
45.461793,9.206098,45.496011,9.227264,4.147128,2020,05,31,00,40,06,41,0,21,63,12,15,18,936,808
45.463141,9.228994,45.458919,9.196751,2.558003,2020,05,31,00,40,06,23,0,13,45,7,12,9,936,808
45.474578,9.205696,45.461104,9.183745,2.274738,2020,05,31,00,40,06,23,0,15,35,12,20,25,936,808
45.471599,9.219750,45.482000,9.192087,2.447267,2020,05,31,00,40,06,31,0,11,37,8,13,13,936,808
45.462680,9.146321,45.478115,9.205679,4.936366,2020,05,31,00,40,06,49,0,29,79,19,19,24,936,816
45.478162,9.153538,45.456134,9.204792,4.687536,2020,05,31,00,40,06,53,0,27,75,15,42,40,936,816
45.486708,9.149434,45.476865,9.198954,4.012666,2020,05,31,00,40,06,49,0,22,70,13,18,16,936,816
45.452845,9.146307,45.470430,9.155261,2.076220,2020,05,31,00,40,06,29,0,11,33,7,24,14,936,816
45.474156,9.178472,45.486497,9.153505,2.381509,2020,05,31,00,50,01,22,0,15,38,10,14,23,936,817
45.461211,9.198642,45.477490,9.223553,2.655084,2020,05,31,00,50,01,22,0,16,45,10,12,17,936,817
45.459889,9.172142,45.447457,9.227775,4.554111,2020,05,31,00,50,01,53,0,26,74,15,17,21,936,817
45.476278,9.204498,45.452377,9.168410,3.870732,2020,05,31,00,50,01,40,0,25,62,16,21,30,936,817
45.467416,9.198434,45.477237,9.169126,2.532709,2020,05,31,00,50,01,22,0,16,43,9,14,28,936,817
