Lat,Lon,Elat,Elon,Distance,Year,Month,Day,Hour,Minute,Public,Public2,Car,Bike,Foot,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.455600,9.166640,45.447310,9.205482,3.166830,2020,05,23,23,58,01,33,0,18,49,12,14,17,936,759
45.476500,9.189546,45.455177,9.202615,2.580655,2020,05,23,23,58,01,23,0,18,43,9,11,11,936,759
45.461794,9.206253,45.475756,9.176855,2.768571,2020,05,23,23,58,01,30,0,19,43,10,13,29,936,759
45.466512,9.200690,45.492059,9.227032,3.505198,2020,05,23,23,58,01,26,0,17,57,0,5,17,936,759
45.467794,9.175580,45.439726,9.164474,3.238858,2020,05,23,23,58,01,20,0,20,53,0,12,1,936,756
45.463605,9.204614,45.475329,9.159438,3.756112,2020,05,23,23,58,01,33,0,24,57,15,16,37,936,756
45.492175,9.174731,45.438335,9.182284,6.015352,2020,05,23,23,58,01,44,0,33,93,20,60,62,936,756
45.459138,9.152263,45.445724,9.206710,4.501140,2020,05,23,23,58,01,28,0,26,68,12,21,13,936,756
45.488373,9.227408,45.466972,9.180076,4.390912,2020,05,23,23,58,01,32,0,25,73,0,1,3,936,759
45.493622,9.194664,45.450576,9.206755,4.878232,2020,05,23,23,58,01,24,0,26,79,15,18,19,936,759
45.473128,9.200211,45.466421,9.171443,2.363916,2020,05,24,00,10,01,19,0,16,36,9,12,20,936,759
45.454538,9.180955,45.479360,9.178900,2.764596,2020,05,24,00,10,01,38,0,22,42,13,17,23,936,761
45.458848,9.176441,45.472462,9.194198,2.051543,2020,05,24,00,10,01,16,0,16,32,8,7,12,936,761
45.476716,9.195146,45.461060,9.176875,2.249476,2020,05,24,00,10,01,28,0,16,37,10,16,21,936,761
45.500232,9.157307,45.439427,9.177735,6.945992,2020,05,24,00,10,01,49,0,43,125,21,23,34,936,761
45.489254,9.200346,45.499182,9.157737,3.499680,2020,05,24,00,10,01,39,0,21,68,11,13,17,936,763
45.452022,9.158935,45.468579,9.198022,3.561119,2020,05,24,00,10,01,49,0,23,54,17,19,25,936,763
45.453752,9.206858,45.453537,9.178696,2.196708,2020,05,24,00,10,01,21,0,11,33,6,10,22,936,763
45.455340,9.194413,45.473627,9.181761,2.260059,2020,05,24,00,10,01,31,0,19,35,13,14,18,936,763
45.464880,9.191487,45.447919,9.216730,2.726310,2020,05,24,00,10,01,24,0,18,44,16,17,25,936,761
45.499369,9.189339,45.469640,9.186225,3.314457,2020,05,24,00,20,01,31,0,22,54,15,20,21,936,761
45.478846,9.160864,45.486719,9.212295,4.103891,2020,05,24,00,20,01,38,0,26,65,14,16,25,936,761
45.502744,9.194314,45.480517,9.211581,2.814120,2020,05,24,00,20,01,28,0,18,47,12,14,15,936,761
45.472906,9.205514,45.437245,9.199658,3.991351,2020,05,24,00,20,01,33,0,21,61,11,16,23,936,754
45.463337,9.223555,45.484926,9.185085,3.841771,2020,05,24,00,20,01,26,0,21,60,12,15,18,936,754
45.438598,9.167385,45.487572,9.178874,5.518616,2020,05,24,00,20,01,40,0,35,91,21,24,26,936,754
45.470712,9.157750,45.445072,9.223811,5.888391,2020,05,24,00,20,01,55,0,34,93,18,24,31,936,754
45.490626,9.211136,45.469528,9.156592,4.856481,2020,05,24,00,20,01,44,0,27,77,13,16,21,936,752
45.494157,9.175667,45.471461,9.230210,4.944512,2020,05,24,00,20,01,38,0,26,79,13,16,16,936,752
45.456494,9.169202,45.472254,9.219854,4.321252,2020,05,24,00,20,01,42,0,25,67,14,18,18,936,752
45.503935,9.223403,45.462768,9.182030,5.599524,2020,05,24,00,30,01,37,0,31,83,20,27,27,936,752
45.445466,9.215882,45.491146,9.181298,5.750676,2020,05,24,00,30,01,49,0,32,89,16,25,5,936,751
45.462113,9.148584,45.437499,9.160302,2.885422,2020,05,24,00,30,01,31,0,14,48,9,9,8,936,751
45.463949,9.223955,45.487888,9.180575,4.303995,2020,05,24,00,30,01,46,0,21,66,0,2,8,936,751
45.497747,9.217151,45.502438,9.159380,4.532419,2020,05,24,00,30,01,46,0,27,78,15,14,21,936,751
45.482403,9.179917,45.453836,9.216415,4.264874,2020,05,24,00,30,01,44,0,22,68,15,20,18,936,746
45.477963,9.156708,45.490422,9.183841,2.528446,2020,05,24,00,30,01,35,0,18,40,11,22,28,936,746
45.451344,9.172668,45.483579,9.219026,5.090606,2020,05,24,00,30,01,30,0,31,80,17,20,25,936,746
45.483289,9.205967,45.444272,9.224734,4.578494,2020,05,24,00,30,01,38,0,23,71,13,12,21,936,746
45.441577,9.209209,45.467957,9.167126,4.401953,2020,05,24,00,30,01,51,0,24,73,12,19,15,936,750
45.498059,9.208818,45.466665,9.167872,4.730142,2020,05,24,00,40,06,55,0,26,72,15,15,22,936,750
45.466263,9.227333,45.477783,9.169753,4.668805,2020,05,24,00,40,06,50,0,27,74,18,21,21,936,750
45.469616,9.145908,45.481994,9.179136,2.933586,2020,05,24,00,40,06,34,0,18,47,11,13,17,936,750
45.488786,9.205154,45.460937,9.178806,3.715998,2020,05,24,00,40,06,31,0,25,58,17,25,28,936,748
45.504390,9.205462,45.469501,9.163170,5.090915,2020,05,24,00,40,06,60,0,28,82,14,16,26,936,748
45.474811,9.155600,45.476530,9.204615,3.826352,2020,05,24,00,40,06,39,0,25,61,15,17,23,936,748
45.456902,9.150189,45.457141,9.197686,3.704542,2020,05,24,00,40,06,50,0,20,60,12,26,16,936,748
45.504458,9.212695,45.469835,9.223508,3.940911,2020,05,24,00,40,06,49,0,20,63,12,18,18,936,736
45.458504,9.227591,45.489276,9.174088,5.395303,2020,05,24,00,40,06,53,0,28,89,15,17,34,936,736
45.456119,9.170178,45.438084,9.188773,2.474936,2020,05,24,00,40,06,36,0,14,41,11,12,11,936,736
45.476555,9.194940,45.470182,9.169012,2.142216,2020,05,24,00,50,01,26,0,16,37,10,15,19,936,736
45.495458,9.191627,45.503897,9.220225,2.418233,2020,05,24,00,50,01,38,0,17,45,10,18,15,936,736
45.471122,9.170259,45.456934,9.209342,3.431905,2020,05,24,00,50,01,33,0,21,55,13,18,19,936,737
45.455322,9.225168,45.472188,9.199419,2.747533,2020,05,24,00,50,01,40,0,19,49,9,13,13,936,737
45.471025,9.152292,45.484434,9.182638,2.796508,2020,05,24,00,50,01,35,0,18,45,11,13,19,936,737
45.468266,9.226859,45.493696,9.226985,2.827568,2020,05,24,00,50,01,40,0,14,42,6,15,15,936,737
45.479155,9.183461,45.459108,9.203055,2.702390,2020,05,24,00,50,01,41,0,19,42,9,11,14,936,737
45.454235,9.200120,45.474097,9.161181,3.754750,2020,05,24,00,50,01,44,0,22,57,14,22,21,936,737
45.459908,9.168059,45.481747,9.205503,3.797490,2020,05,24,00,50,01,46,0,27,63,14,21,21,936,737
45.452457,9.204808,45.471374,9.185900,2.568761,2020,05,24,00,50,01,36,0,20,41,8,12,18,936,737
45.451464,9.170200,45.481380,9.201836,4.141328,2020,05,24,07,00,09,22,0,27,63,13,15,11,936,823
45.465732,9.194456,45.440318,9.185672,2.907646,2020,05,24,07,00,09,38,0,20,45,0,4,11,936,823
45.471418,9.175644,45.452705,9.175991,2.080867,2020,05,24,07,00,09,20,0,12,35,0,5,28,936,826
45.473434,9.164750,45.472379,9.197361,2.545426,2020,05,24,07,00,09,20,0,19,44,9,13,17,936,826
45.462634,9.198158,45.457279,9.225757,2.233261,2020,05,24,07,00,09,17,0,11,32,8,12,13,936,826
45.463107,9.174541,45.441490,9.186374,2.574703,2020,05,24,07,00,09,27,0,17,41,9,15,26,936,826
45.458877,9.206007,45.479511,9.161512,4.159520,2020,05,24,07,00,09,42,0,25,66,13,15,23,936,827
45.453126,9.163083,45.446986,9.201769,3.093884,2020,05,24,07,00,09,34,0,17,49,9,14,14,936,827
45.463404,9.148376,45.462385,9.229940,6.361789,2020,05,24,07,00,09,50,0,32,95,19,19,22,936,827
45.441380,9.227110,45.455752,9.189107,3.367708,2020,05,24,07,00,09,25,0,19,52,12,15,15,936,827
45.481498,9.198106,45.506024,9.205585,2.788643,2020,05,24,07,10,00,31,0,17,48,9,11,14,936,827
45.467664,9.198576,45.486094,9.177668,2.618506,2020,05,24,07,10,00,24,0,17,42,8,13,21,936,826
45.451289,9.195441,45.468326,9.161634,3.246553,2020,05,24,07,10,00,34,0,18,53,9,12,11,936,826
45.469944,9.162168,45.449258,9.159450,2.309815,2020,05,24,07,10,00,30,0,15,42,8,9,15,936,826
45.462065,9.187296,45.492657,9.166602,3.764754,2020,05,24,07,10,00,32,0,23,58,15,17,18,936,826
45.471006,9.197494,45.454398,9.174159,2.592624,2020,05,24,07,10,00,23,0,20,41,10,10,21,936,823
45.490297,9.219571,45.494348,9.186126,2.645479,2020,05,24,07,10,00,28,0,17,43,10,12,15,936,823
45.472300,9.205049,45.503037,9.219257,3.592609,2020,05,24,07,10,00,20,0,19,57,11,15,15,936,823
45.490001,9.226851,45.489354,9.150754,5.932052,2020,05,24,07,10,00,44,0,34,101,15,15,15,936,823
45.448697,9.179883,45.479042,9.155584,3.869748,2020,05,24,07,10,00,40,0,22,65,13,22,28,936,823
45.472356,9.195530,45.456800,9.161394,3.174602,2020,05,24,07,20,01,32,0,19,48,10,11,18,936,823
45.481753,9.190744,45.453051,9.167454,3.671937,2020,05,24,07,20,01,26,0,23,56,13,17,20,936,823
45.469982,9.176789,45.460143,9.201627,2.224519,2020,05,24,07,20,01,24,0,17,36,8,11,31,936,823
45.455485,9.186471,45.472022,9.169717,2.255666,2020,05,24,07,20,01,30,0,16,38,10,15,20,936,819
45.466573,9.197706,45.481550,9.159587,3.406863,2020,05,24,07,20,01,20,0,21,55,12,15,24,936,819
45.455661,9.158866,45.450800,9.188815,2.397691,2020,05,24,07,20,01,29,0,13,37,7,10,10,936,819
45.474417,9.159678,45.455477,9.186674,2.977726,2020,05,24,07,20,01,32,0,18,46,9,15,11,936,819
45.483220,9.204906,45.458391,9.197286,2.823940,2020,05,24,07,20,01,23,0,17,46,9,10,10,936,819
45.486111,9.228179,45.470044,9.201299,2.753794,2020,05,24,07,20,01,22,0,14,44,8,9,11,936,819
45.451393,9.153193,45.467767,9.189738,3.381999,2020,05,24,07,20,01,25,0,19,51,11,25,17,936,819
45.475159,9.223599,45.478794,9.178509,3.538630,2020,05,24,07,30,00,33,0,20,56,12,14,17,936,819
45.503136,9.203163,45.457862,9.194881,5.075236,2020,05,24,07,30,00,31,0,32,81,0,1,4,936,815
45.471271,9.225670,45.467740,9.199283,2.094676,2020,05,24,07,30,00,18,0,11,34,0,6,3,936,815
45.482641,9.168575,45.464660,9.177368,2.113584,2020,05,24,07,30,00,25,0,13,36,7,10,21,936,815
45.497530,9.226216,45.474001,9.183253,4.249821,2020,05,24,07,30,00,36,0,26,68,16,16,20,936,815
45.475695,9.163967,45.476798,9.197305,2.602145,2020,05,24,07,30,00,30,0,17,40,9,11,16,936,815
45.460673,9.218228,45.469511,9.187158,2.614603,2020,05,24,07,30,00,27,0,16,43,15,20,25,936,815
45.449774,9.165975,45.481568,9.189658,3.988502,2020,05,24,07,30,00,23,0,28,64,16,20,33,936,815
45.476820,9.177132,45.500595,9.159321,2.985933,2020,05,24,07,30,00,36,0,21,64,11,16,22,936,816
45.467935,9.211753,45.452781,9.149956,5.105522,2020,05,24,07,30,00,43,0,28,77,14,20,25,936,816
45.469541,9.173049,45.500872,9.216579,4.863214,2020,05,24,07,40,07,28,0,27,76,19,20,37,936,816
45.456041,9.168938,45.499955,9.187919,5.102103,2020,05,24,07,40,07,37,0,32,77,16,18,24,936,816
45.457816,9.173820,45.451831,9.230338,4.458143,2020,05,24,07,40,07,54,0,25,69,12,16,30,936,817
45.455921,9.171457,45.441027,9.148663,2.429811,2020,05,24,07,40,07,19,0,14,40,6,11,15,936,817
45.453920,9.176006,45.475208,9.214742,3.837655,2020,05,24,07,40,07,42,0,22,61,11,13,34,936,817
45.468734,9.193466,45.440331,9.155252,4.342520,2020,05,24,07,40,07,40,0,29,69,16,18,25,936,817
45.477718,9.176936,45.461437,9.194549,2.272290,2020,05,24,07,40,07,23,0,19,37,13,17,27,936,817
45.486647,9.218383,45.475865,9.160933,4.636461,2020,05,24,07,40,07,32,0,27,73,15,20,23,936,817
45.498980,9.151998,45.451915,9.187834,5.932323,2020,05,24,07,40,07,55,0,32,93,16,33,24,936,817
45.458548,9.198157,45.488598,9.195355,3.348382,2020,05,24,07,40,07,30,0,19,52,10,15,0,936,0
45.466277,9.214001,45.452872,9.182837,2.851101,2020,05,24,07,50,01,28,0,17,45,9,14,18,936,817
45.488578,9.225396,45.459454,9.164392,5.754170,2020,05,24,07,50,01,41,0,33,95,19,23,25,936,817
45.500173,9.173263,45.456682,9.165358,4.874861,2020,05,24,07,50,01,43,0,29,86,0,24,18,936,817
45.499160,9.179802,45.458798,9.198289,4.713597,2020,05,24,07,50,01,34,0,30,77,16,19,21,936,817
45.471656,9.201996,45.459338,9.176047,2.443486,2020,05,24,07,50,01,22,0,18,38,9,12,16,936,817
45.485248,9.180212,45.498306,9.208082,2.612868,2020,05,24,07,50,01,27,0,16,45,8,12,16,936,819
45.495600,9.226664,45.474148,9.160147,5.707614,2020,05,24,07,50,01,43,0,32,93,16,19,25,936,819
45.479432,9.221365,45.498273,9.151056,5.867277,2020,05,24,07,50,01,42,0,30,96,14,18,24,936,819
45.462013,9.205915,45.501529,9.175353,4.998189,2020,05,24,07,50,01,42,0,28,81,12,15,18,936,819
45.503114,9.192889,45.446723,9.180131,6.348505,2020,05,24,07,50,01,52,0,38,99,20,23,23,936,812
45.457161,9.178011,45.473572,9.195583,2.281963,2020,05,24,08,00,02,20,0,17,35,6,7,20,936,812
45.460901,9.164155,45.475043,9.198631,3.114471,2020,05,24,08,00,02,31,0,24,50,0,4,8,936,812
45.466391,9.174281,45.457882,9.199419,2.176778,2020,05,24,08,00,02,17,0,15,35,8,2,18,936,812
45.444570,9.203188,45.440135,9.228461,2.032369,2020,05,24,08,00,02,26,0,13,34,5,4,16,936,812
45.464528,9.210366,45.498653,9.201277,3.859938,2020,05,24,08,00,02,41,0,23,69,0,2,9,936,812
45.452922,9.179643,45.456400,9.148424,2.465491,2020,05,24,08,00,02,30,0,15,42,7,12,21,936,812
45.461020,9.206565,45.479004,9.195384,2.181431,2020,05,24,08,00,02,16,0,11,34,5,7,13,936,812
45.467649,9.199553,45.485358,9.190195,2.099884,2020,05,24,08,00,02,29,0,15,35,8,15,17,936,810
45.474364,9.203243,45.447650,9.146866,5.306025,2020,05,24,08,00,02,39,0,31,80,16,20,18,936,810
45.475504,9.182992,45.503654,9.146933,4.206786,2020,05,24,08,00,02,29,0,22,68,10,12,20,936,810
45.481548,9.172244,45.457497,9.203610,3.623999,2020,05,24,08,10,00,39,0,24,59,12,15,23,936,810
45.469356,9.186070,45.453650,9.205965,2.336029,2020,05,24,08,10,00,24,0,20,41,10,16,24,936,810
45.478990,9.190498,45.461737,9.173986,2.310366,2020,05,24,08,10,00,17,0,14,36,8,9,12,936,810
45.454105,9.181339,45.476808,9.169655,2.683738,2020,05,24,08,10,00,25,0,21,45,10,15,22,936,810
45.477867,9.205726,45.455462,9.180857,3.157041,2020,05,24,08,10,00,34,0,24,49,13,20,16,936,810
45.476104,9.192760,45.451338,9.206264,2.948218,2020,05,24,08,10,00,16,0,19,48,10,15,11,936,810
45.487208,9.196599,45.470187,9.161704,3.314069,2020,05,24,08,10,00,29,0,18,54,9,11,11,936,810
45.442603,9.148392,45.458519,9.183206,3.241316,2020,05,24,08,10,00,25,0,22,51,9,13,14,936,810
45.460620,9.202698,45.461793,9.159475,3.373375,2020,05,24,08,10,00,39,0,21,54,13,14,18,936,810
45.464279,9.228297,45.453661,9.188163,3.345326,2020,05,24,08,10,00,36,0,20,52,11,14,18,936,805
45.494430,9.179201,45.457421,9.170201,4.174415,2020,05,24,08,20,01,26,0,25,66,14,21,18,936,805
45.439292,9.170347,45.467412,9.174410,3.142670,2020,05,24,08,20,01,28,0,24,54,12,21,22,936,805
45.468601,9.195605,45.497160,9.218987,3.661444,2020,05,24,08,20,01,18,0,21,56,14,15,26,936,805
45.463963,9.203928,45.484872,9.188913,2.602987,2020,05,24,08,20,01,26,0,17,43,8,10,10,936,804
45.480628,9.181475,45.452419,9.147447,4.108409,2020,05,24,08,20,01,33,0,26,67,14,27,18,936,804
45.471215,9.200865,45.499981,9.172315,3.896598,2020,05,24,08,20,01,41,0,25,68,12,13,17,936,804
45.450576,9.170569,45.503860,9.179145,5.962236,2020,05,24,08,20,01,36,0,39,93,20,20,31,936,804
45.484529,9.157018,45.457172,9.175167,3.354890,2020,05,24,08,20,01,37,0,19,53,10,20,26,936,804
45.465693,9.189026,45.489080,9.167577,3.091687,2020,05,24,08,20,01,23,0,19,48,10,14,30,936,804
45.485097,9.187492,45.494763,9.218229,2.625899,2020,05,24,08,20,01,37,0,18,47,8,14,21,936,804
45.470259,9.190048,45.484707,9.164544,2.556275,2020,05,24,08,30,01,28,0,21,47,10,12,12,936,804
45.480787,9.164504,45.481317,9.211118,3.634506,2020,05,24,08,30,01,27,0,21,58,0,3,13,936,804
45.459228,9.159883,45.464994,9.221992,4.885893,2020,05,24,08,30,01,46,0,26,74,0,9,19,936,804
45.469349,9.167786,45.475406,9.210486,3.396838,2020,05,24,08,30,01,24,0,24,55,13,14,15,936,804
45.448386,9.224658,45.472688,9.189386,3.855962,2020,05,24,08,30,01,32,0,21,59,12,15,16,936,804
45.492866,9.154778,45.471994,9.197319,4.047776,2020,05,24,08,30,01,40,0,25,69,14,15,18,936,805
45.441662,9.212182,45.470548,9.176416,4.254104,2020,05,24,08,30,01,36,0,29,67,15,16,19,936,805
45.476602,9.156115,45.505731,9.204634,4.979215,2020,05,24,08,30,01,26,0,28,84,14,28,32,936,805
45.500852,9.195427,45.440270,9.149049,7.645424,2020,05,24,08,30,01,44,0,42,122,20,23,22,936,805
45.484070,9.191771,45.448790,9.186211,3.946656,2020,05,24,08,30,01,36,0,27,59,13,21,22,936,805
45.465904,9.173216,45.450690,9.200688,2.729890,2020,05,24,08,40,08,30,0,17,44,10,11,19,936,802
45.468610,9.182091,45.452876,9.195607,2.042474,2020,05,24,08,40,08,23,0,16,31,8,11,16,936,802
45.450854,9.174010,45.478151,9.169138,3.058829,2020,05,24,08,40,08,24,0,22,51,12,15,24,936,802
45.465659,9.200752,45.473615,9.159025,3.371810,2020,05,24,08,40,08,25,0,21,53,12,17,19,936,802
45.480268,9.195230,45.455429,9.198760,2.775521,2020,05,24,08,40,08,21,0,17,42,11,11,16,936,804
45.447131,9.224245,45.480967,9.168560,5.745577,2020,05,24,08,40,08,45,0,32,90,17,26,23,936,804
45.452607,9.196129,45.466670,9.166211,2.808788,2020,05,24,08,40,08,26,0,15,45,7,9,14,936,804
45.456089,9.163827,45.506454,9.179809,5.736994,2020,05,24,08,40,08,36,0,34,93,18,19,24,936,804
45.481647,9.192680,45.456994,9.218635,3.407346,2020,05,24,08,40,08,29,0,18,54,11,15,22,936,806
45.469598,9.161221,45.498761,9.178106,3.499599,2020,05,24,08,40,08,34,0,23,63,11,14,17,936,806
