Lat,Lon,Elat,Elon,Distance,Year,Month,Day,Hour,Minute,Public,Public2,Car,Bike,Foot,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.462301,9.205472,45.464162,9.172013,2.617481,2020,03,29,09,21,03,32,0,18,42,12,13,23,1564,703
45.465544,9.204693,45.478313,9.175645,2.673157,2020,03,29,09,21,03,27,0,16,43,8,11,19,1565,703
45.451137,9.169081,45.487493,9.172882,4.053259,2020,03,29,09,21,03,21,0,25,66,15,15,26,1566,700
45.467026,9.173349,45.459984,9.207226,2.755464,2020,03,29,09,21,03,29,0,19,42,11,17,19,1566,700
45.466572,9.190713,45.453143,9.149358,3.554121,2020,03,29,09,21,03,30,0,22,57,16,18,25,1566,700
45.454829,9.167048,45.505874,9.226455,7.325529,2020,03,29,09,21,03,42,0,40,110,23,30,24,1565,700
45.496384,9.184448,45.469609,9.205278,3.391168,2020,03,29,09,31,04,30,0,19,53,11,17,20,1566,699
45.481415,9.211333,45.468769,9.180785,2.765859,2020,03,29,09,31,04,12,0,16,45,0,4,10,1566,699
45.463805,9.163641,45.501701,9.224215,6.328824,2020,03,29,09,31,04,31,0,37,99,21,21,24,1567,699
45.469429,9.171643,45.501738,9.170229,3.594115,2020,03,29,09,31,04,30,0,22,67,12,14,25,1566,699
45.460944,9.162712,45.438374,9.178702,2.802415,2020,03,29,09,31,04,30,0,15,45,8,14,19,1566,699
45.478625,9.162135,45.453051,9.181489,3.219265,2020,03,29,09,31,04,37,0,18,52,13,12,20,1567,701
45.456435,9.227322,45.476125,9.176857,4.503287,2020,03,29,09,31,04,42,0,27,69,16,17,18,1566,701
45.481161,9.160629,45.506321,9.150098,2.915460,2020,03,29,09,31,04,30,0,18,51,9,14,16,1565,701
45.440314,9.179323,45.473126,9.192131,3.782640,2020,03,29,09,31,04,38,0,22,58,12,16,16,1567,701
45.454474,9.197889,45.459683,9.150965,3.705300,2020,03,29,09,31,04,43,0,21,57,12,12,19,1567,698
45.471852,9.171437,45.449454,9.208188,3.796973,2020,03,29,09,41,09,30,0,25,56,13,22,33,1565,698
45.485013,9.201054,45.451696,9.149576,5.462288,2020,03,29,09,41,09,34,0,30,84,16,24,22,1565,698
45.451329,9.229874,45.494091,9.196128,5.434191,2020,03,29,09,41,09,48,0,28,92,14,18,26,1563,698
45.470467,9.220970,45.499005,9.201308,3.523927,2020,03,29,09,41,09,38,0,19,57,10,11,16,1564,697
45.470804,9.169141,45.461439,9.204642,2.957749,2020,03,29,09,41,09,25,0,20,45,11,12,24,1563,697
45.454779,9.172048,45.481081,9.159386,3.086686,2020,03,29,09,41,09,33,0,18,48,10,12,18,1562,697
45.451258,9.184974,45.471423,9.218458,3.441832,2020,03,29,09,41,09,35,0,20,60,11,18,20,1564,697
45.471507,9.185222,45.438806,9.225458,4.803033,2020,03,29,09,41,09,26,0,29,71,19,23,23,1564,696
45.458624,9.167289,45.502006,9.230197,6.878971,2020,03,29,09,41,09,41,0,38,106,21,22,26,1564,696
45.481051,9.180278,45.482581,9.147196,2.584643,2020,03,29,09,41,09,22,0,16,43,9,15,14,1564,696
45.467476,9.195775,45.451014,9.220044,2.633031,2020,03,29,09,51,04,27,0,16,42,12,15,21,1563,696
45.473814,9.203177,45.447115,9.222805,3.340076,2020,03,29,09,51,04,36,0,18,54,11,15,16,1562,698
45.457329,9.201772,45.479288,9.186765,2.707556,2020,03,29,09,51,04,30,0,18,45,11,15,15,1563,698
45.464862,9.204113,45.439933,9.222868,3.134191,2020,03,29,09,51,04,26,0,18,53,10,14,19,1565,698
45.444420,9.189081,45.498086,9.148016,6.771926,2020,03,29,09,51,04,67,0,39,109,22,24,25,1565,698
45.501715,9.205659,45.469411,9.221871,3.807712,2020,03,29,09,51,04,48,0,24,67,14,18,16,1566,698
45.484888,9.202821,45.479656,9.161016,3.310562,2020,03,29,09,51,04,19,0,20,54,10,17,18,1566,698
45.464372,9.205434,45.442879,9.194874,2.527755,2020,03,29,09,51,04,30,0,14,42,9,12,18,1566,698
45.441430,9.162361,45.494897,9.194042,6.437830,2020,03,29,09,51,04,37,0,41,103,22,27,29,1564,698
45.502474,9.168462,45.460211,9.214352,5.906057,2020,03,29,09,51,04,41,0,32,97,18,23,27,1566,698
45.438980,9.215222,45.451993,9.164779,4.192604,2020,03,29,10,01,04,42,0,26,71,14,18,16,1567,698
45.496211,9.216037,45.459092,9.185373,4.769660,2020,03,29,10,01,04,30,0,29,71,0,2,6,1566,698
45.488410,9.155914,45.463218,9.163913,2.869677,2020,03,29,10,01,04,28,0,16,45,8,10,12,1565,700
45.468212,9.148620,45.478625,9.196991,3.945234,2020,03,29,10,01,04,32,0,24,65,13,14,15,1565,700
45.439938,9.151132,45.456583,9.173760,2.557514,2020,03,29,10,01,04,24,0,16,40,9,9,12,1565,700
45.491302,9.153029,45.466356,9.186138,3.789012,2020,03,29,10,01,04,28,0,21,58,13,16,22,1565,700
45.458103,9.211320,45.474452,9.192051,2.358466,2020,03,29,10,01,04,32,0,13,38,7,10,10,1565,702
45.461147,9.197506,45.453864,9.229321,2.610132,2020,03,29,10,01,04,27,0,14,40,7,10,14,1564,702
45.462515,9.193795,45.501315,9.226540,5.012837,2020,03,29,10,01,04,26,0,26,77,13,20,27,1564,702
45.450583,9.194477,45.454734,9.162545,2.533078,2020,03,29,10,01,04,28,0,14,39,7,13,9,1564,702
45.502076,9.149709,45.483288,9.171312,2.683152,2020,03,29,10,11,03,26,0,13,45,8,11,11,1565,703
45.473272,9.230122,45.449267,9.175469,5.029002,2020,03,29,10,11,03,45,0,30,81,18,19,21,1565,703
45.483676,9.157087,45.443213,9.165564,4.547372,2020,03,29,10,11,03,27,0,25,76,14,19,17,1564,703
45.491404,9.174924,45.454203,9.171706,4.143967,2020,03,29,10,11,03,41,0,24,69,15,16,20,1563,703
45.445068,9.150207,45.502056,9.184322,6.872136,2020,03,29,10,11,03,60,0,43,109,19,20,23,1563,701
45.450704,9.170097,45.493872,9.209974,5.718925,2020,03,29,10,11,03,41,0,35,88,20,23,25,1562,701
45.448772,9.210524,45.494580,9.221572,5.165707,2020,03,29,10,11,03,27,0,24,80,13,19,13,1562,701
45.458307,9.189094,45.489010,9.155649,4.295879,2020,03,29,10,11,03,41,0,26,66,15,23,24,1562,701
45.476320,9.227715,45.475098,9.185102,3.325203,2020,03,29,10,11,03,25,0,20,55,12,20,23,1563,699
45.498495,9.207885,45.444993,9.150808,7.429372,2020,03,29,10,11,03,52,0,40,112,22,24,23,1563,699
45.480847,9.201820,45.453249,9.169862,3.953069,2020,03,29,10,21,04,22,0,24,59,14,15,21,1564,699
45.462695,9.157810,45.462639,9.217398,4.647002,2020,03,29,10,21,04,45,0,25,70,16,17,19,1563,699
45.487716,9.229412,45.490432,9.150132,6.187165,2020,03,29,10,21,04,51,0,34,101,18,21,19,1562,699
45.479642,9.198008,45.454991,9.184493,2.936562,2020,03,29,10,21,04,21,0,21,44,13,16,20,1561,699
45.446367,9.186452,45.467832,9.175534,2.534041,2020,03,29,10,21,04,25,0,17,41,10,12,12,1557,699
